# matchedfilter ACCURACY table -- false dismissal, measured
#
# commit  bb35f23
# trials  24000 injected per cell
#
# A property of the ALGORITHM, not of any machine.
#
# KEY: n, taps, snr, in-band fraction f, effective bandwidth B_eff, coarse
# margin. BAND IS NOT IN THE KEY. Measured at n=8192, f=0.99, B_eff=16, the
# dismissal across bands 256, 512, 1024 and 2048 is 1.64, 1.88, 1.77 and
# 1.75e-2 -- a 1.14x spread inside the error bars, across band/B_eff from 16
# to 128. A candidate band enters only through the (f, B_eff) at its own
# edge, which selection computes from the reference.
#
# B_eff is sampled ABSOLUTELY, not as a fraction of the band. The previous
# grid did the latter, which tied it to the variable that does not matter
# and left a floor near band/10 -- so it never reached the values real
# references have. The FIR-search reference sits at B_eff 1.1 at every band.
#
# The margin dominates: 90x across 0.97 to 1.00, against 1.6x for 16x of n
# and 1.14x across every band. It gets the finest ladder.
#
# Rates below about 3/trials are not resolved and read as 0.0; that is a
# resolution floor, not a demonstration of safety.
#
# ACC2 n K snr f beff margin dismissal
# n=4096's ACC2 rows were re-measured with the oversample REMOVED.
# Every OTHER length still carries rows measured with the odd coarse
# half present, so they describe an algorithm this code no longer
# runs and must be regenerated before they can be trusted.

# LEGACY rows on the OLD key, for lengths the re-keyed grid
# does not cover yet.
# ACC n band U K snr f beff coarse_margin dismissal
ACC 65536 256 2 8 5.00 0.9700 103.0 1.000 4.2761e-03
ACC 65536 256 2 8 5.50 0.8500 25.6 0.900 0.0000e+00
ACC 65536 256 2 8 5.50 0.8500 25.6 0.940 0.0000e+00
ACC 65536 256 2 8 5.50 0.8500 25.6 0.970 0.0000e+00
ACC 65536 256 2 8 5.50 0.8500 25.6 1.000 1.1848e-03
ACC 65536 256 2 8 5.50 0.8500 103.0 0.900 0.0000e+00
ACC 65536 256 2 8 5.50 0.8500 103.0 0.940 0.0000e+00
ACC 65536 256 2 8 5.50 0.8500 103.0 0.970 1.2682e-03
ACC 65536 256 2 8 5.50 0.8500 103.0 1.000 3.1706e-03
ACC 65536 256 2 8 5.50 0.9200 25.6 0.900 0.0000e+00
ACC 65536 256 2 8 5.50 0.9200 25.6 0.940 0.0000e+00
ACC 65536 256 2 8 5.50 0.9200 25.6 0.970 0.0000e+00
ACC 65536 256 2 8 5.50 0.9200 25.6 1.000 0.0000e+00
ACC 65536 256 2 8 5.50 0.9200 103.0 0.900 0.0000e+00
ACC 65536 256 2 8 5.50 0.9200 103.0 0.940 0.0000e+00
ACC 65536 256 2 8 5.50 0.9200 103.0 0.970 0.0000e+00
ACC 65536 256 2 8 5.50 0.9200 103.0 1.000 6.2657e-04
ACC 65536 256 2 8 5.50 0.9700 25.6 0.900 0.0000e+00
ACC 65536 256 2 8 5.50 0.9700 25.6 0.940 0.0000e+00
ACC 65536 256 2 8 5.50 0.9700 25.6 0.970 5.8893e-04
ACC 65536 256 2 8 5.50 0.9700 25.6 1.000 1.1779e-03
ACC 65536 256 2 8 5.50 0.9700 103.0 0.900 0.0000e+00
ACC 65536 256 2 8 5.50 0.9700 103.0 0.940 0.0000e+00
ACC 65536 256 2 8 5.50 0.9700 103.0 0.970 6.2735e-04
ACC 65536 256 2 8 5.50 0.9700 103.0 1.000 4.3915e-03
ACC 65536 256 2 8 6.00 0.8500 25.6 0.900 0.0000e+00
ACC 65536 256 2 8 6.00 0.8500 25.6 0.940 0.0000e+00
ACC 65536 256 2 8 6.00 0.8500 25.6 0.970 0.0000e+00
ACC 65536 256 2 8 6.00 0.8500 25.6 1.000 6.1920e-04
ACC 65536 256 2 8 6.00 0.8500 103.0 0.900 0.0000e+00
ACC 65536 256 2 8 6.00 0.8500 103.0 0.940 0.0000e+00
ACC 65536 256 2 8 6.00 0.8500 103.0 0.970 1.3080e-03
ACC 65536 256 2 8 6.00 0.8500 103.0 1.000 3.2701e-03
ACC 65536 256 2 8 6.00 0.9200 25.6 0.900 0.0000e+00
ACC 65536 256 2 8 6.00 0.9200 25.6 0.940 0.0000e+00
ACC 65536 256 2 8 6.00 0.9200 25.6 0.970 0.0000e+00
ACC 65536 256 2 8 6.00 0.9200 25.6 1.000 0.0000e+00
ACC 65536 256 2 8 6.00 0.9200 103.0 0.900 0.0000e+00
ACC 65536 256 2 8 6.00 0.9200 103.0 0.940 0.0000e+00
ACC 65536 256 2 8 6.00 0.9200 103.0 0.970 0.0000e+00
ACC 65536 256 2 8 6.00 0.9200 103.0 1.000 1.2788e-03
ACC 65536 256 2 8 6.00 0.9700 25.6 0.900 0.0000e+00
ACC 65536 256 2 8 6.00 0.9700 25.6 0.940 0.0000e+00
ACC 65536 256 2 8 6.00 0.9700 25.6 0.970 6.0168e-04
ACC 65536 256 2 8 6.00 0.9700 25.6 1.000 6.0168e-04
ACC 65536 256 2 8 6.00 0.9700 103.0 0.900 0.0000e+00
ACC 65536 256 2 8 6.00 0.9700 103.0 0.940 0.0000e+00
ACC 65536 256 2 8 6.00 0.9700 103.0 0.970 6.3898e-04
ACC 65536 256 2 8 6.00 0.9700 103.0 1.000 5.1118e-03
ACC 65536 256 2 8 6.50 0.8500 25.6 0.900 0.0000e+00
ACC 65536 256 2 8 6.50 0.8500 25.6 0.940 0.0000e+00
ACC 65536 256 2 8 6.50 0.8500 25.6 0.970 0.0000e+00
ACC 65536 256 2 8 6.50 0.8500 25.6 1.000 0.0000e+00
ACC 65536 256 2 8 6.50 0.8500 103.0 0.900 0.0000e+00
ACC 65536 256 2 8 6.50 0.8500 103.0 0.940 0.0000e+00
ACC 65536 256 2 8 6.50 0.8500 103.0 0.970 6.6711e-04
ACC 65536 256 2 8 6.50 0.8500 103.0 1.000 2.6684e-03
ACC 65536 256 2 8 6.50 0.9200 25.6 0.900 0.0000e+00
ACC 65536 256 2 8 6.50 0.9200 25.6 0.940 0.0000e+00
ACC 65536 256 2 8 6.50 0.9200 25.6 0.970 0.0000e+00
ACC 65536 256 2 8 6.50 0.9200 25.6 1.000 0.0000e+00
ACC 65536 256 2 8 6.50 0.9200 103.0 0.900 0.0000e+00
ACC 65536 256 2 8 6.50 0.9200 103.0 0.940 0.0000e+00
ACC 65536 256 2 8 6.50 0.9200 103.0 0.970 0.0000e+00
ACC 65536 256 2 8 6.50 0.9200 103.0 1.000 1.3004e-03
ACC 65536 256 2 8 6.50 0.9700 25.6 0.900 0.0000e+00
ACC 65536 256 2 8 6.50 0.9700 25.6 0.940 0.0000e+00
ACC 65536 256 2 8 6.50 0.9700 25.6 0.970 6.1312e-04
ACC 65536 256 2 8 6.50 0.9700 25.6 1.000 1.2262e-03
ACC 65536 256 2 8 6.50 0.9700 103.0 0.900 0.0000e+00
ACC 65536 256 2 8 6.50 0.9700 103.0 0.940 0.0000e+00
ACC 65536 256 2 8 6.50 0.9700 103.0 0.970 6.5147e-04
ACC 65536 256 2 8 6.50 0.9700 103.0 1.000 5.8632e-03
ACC 65536 512 2 4 5.00 0.8500 50.6 0.900 0.0000e+00
ACC 65536 512 2 4 5.00 0.8500 50.6 0.940 0.0000e+00
ACC 65536 512 2 4 5.00 0.8500 50.6 0.970 5.8651e-04
ACC 65536 512 2 4 5.00 0.8500 50.6 1.000 5.8651e-04
ACC 65536 512 2 4 5.00 0.8500 205.5 0.900 0.0000e+00
ACC 65536 512 2 4 5.00 0.8500 205.5 0.940 0.0000e+00
ACC 65536 512 2 4 5.00 0.8500 205.5 0.970 0.0000e+00
ACC 65536 512 2 4 5.00 0.8500 205.5 1.000 0.0000e+00
ACC 65536 512 2 4 5.00 0.9200 50.6 0.900 0.0000e+00
ACC 65536 512 2 4 5.00 0.9200 50.6 0.940 0.0000e+00
ACC 65536 512 2 4 5.00 0.9200 50.6 0.970 0.0000e+00
ACC 65536 512 2 4 5.00 0.9200 50.6 1.000 0.0000e+00
ACC 65536 512 2 4 5.00 0.9200 205.5 0.900 0.0000e+00
ACC 65536 512 2 4 5.00 0.9200 205.5 0.940 0.0000e+00
ACC 65536 512 2 4 5.00 0.9200 205.5 0.970 0.0000e+00
ACC 65536 512 2 4 5.00 0.9200 205.5 1.000 0.0000e+00
ACC 65536 512 2 4 5.00 0.9700 50.6 0.900 0.0000e+00
ACC 65536 512 2 4 5.00 0.9700 50.6 0.940 0.0000e+00
ACC 65536 512 2 4 5.00 0.9700 50.6 0.970 0.0000e+00
ACC 65536 512 2 4 5.00 0.9700 50.6 1.000 0.0000e+00
ACC 65536 512 2 4 5.00 0.9700 205.5 0.900 0.0000e+00
ACC 65536 512 2 4 5.00 0.9700 205.5 0.940 0.0000e+00
ACC 65536 512 2 4 5.00 0.9700 205.5 0.970 0.0000e+00
ACC 65536 512 2 4 5.00 0.9700 205.5 1.000 0.0000e+00
ACC 65536 512 2 4 5.50 0.8500 50.6 0.900 6.1463e-04
ACC 65536 512 2 4 5.50 0.8500 50.6 0.940 6.1463e-04
ACC 65536 512 2 4 5.50 0.8500 50.6 0.970 6.1463e-04
ACC 65536 512 2 4 5.50 0.8500 50.6 1.000 6.1463e-04
ACC 65536 512 2 4 5.50 0.8500 205.5 0.900 0.0000e+00
ACC 65536 512 2 4 5.50 0.8500 205.5 0.940 0.0000e+00
ACC 65536 512 2 4 5.50 0.8500 205.5 0.970 0.0000e+00
ACC 65536 512 2 4 5.50 0.8500 205.5 1.000 0.0000e+00
ACC 65536 512 2 4 5.50 0.9200 50.6 0.900 0.0000e+00
ACC 65536 512 2 4 5.50 0.9200 50.6 0.940 0.0000e+00
ACC 65536 512 2 4 5.50 0.9200 50.6 0.970 0.0000e+00
ACC 65536 512 2 4 5.50 0.9200 50.6 1.000 0.0000e+00
ACC 65536 512 2 4 5.50 0.9200 205.5 0.900 0.0000e+00
ACC 65536 512 2 4 5.50 0.9200 205.5 0.940 0.0000e+00
ACC 65536 512 2 4 5.50 0.9200 205.5 0.970 0.0000e+00
ACC 65536 512 2 4 5.50 0.9200 205.5 1.000 0.0000e+00
ACC 65536 512 2 4 5.50 0.9700 50.6 0.900 0.0000e+00
ACC 65536 512 2 4 5.50 0.9700 50.6 0.940 0.0000e+00
ACC 65536 512 2 4 5.50 0.9700 50.6 0.970 0.0000e+00
ACC 65536 512 2 4 5.50 0.9700 50.6 1.000 0.0000e+00
ACC 65536 512 2 4 5.50 0.9700 205.5 0.900 0.0000e+00
ACC 65536 512 2 4 5.50 0.9700 205.5 0.940 0.0000e+00
ACC 65536 512 2 4 5.50 0.9700 205.5 0.970 0.0000e+00
ACC 65536 512 2 4 5.50 0.9700 205.5 1.000 0.0000e+00
ACC 65536 512 2 4 6.00 0.8500 50.6 0.900 0.0000e+00
ACC 65536 512 2 4 6.00 0.8500 50.6 0.940 0.0000e+00
ACC 65536 512 2 4 6.00 0.8500 50.6 0.970 0.0000e+00
ACC 65536 512 2 4 6.00 0.8500 50.6 1.000 0.0000e+00
ACC 65536 512 2 4 6.00 0.8500 205.5 0.900 0.0000e+00
ACC 65536 512 2 4 6.00 0.8500 205.5 0.940 0.0000e+00
ACC 65536 512 2 4 6.00 0.8500 205.5 0.970 0.0000e+00
ACC 65536 512 2 4 6.00 0.8500 205.5 1.000 0.0000e+00
ACC 65536 512 2 4 6.00 0.9200 50.6 0.900 0.0000e+00
ACC 65536 512 2 4 6.00 0.9200 50.6 0.940 0.0000e+00
ACC 65536 512 2 4 6.00 0.9200 50.6 0.970 0.0000e+00
ACC 65536 512 2 4 6.00 0.9200 50.6 1.000 0.0000e+00
ACC 65536 512 2 4 6.00 0.9200 205.5 0.900 0.0000e+00
ACC 65536 512 2 4 6.00 0.9200 205.5 0.940 0.0000e+00
ACC 65536 512 2 4 6.00 0.9200 205.5 0.970 0.0000e+00
ACC 65536 512 2 4 6.00 0.9200 205.5 1.000 0.0000e+00
ACC 65536 512 2 4 6.00 0.9700 50.6 0.900 0.0000e+00
ACC 65536 512 2 4 6.00 0.9700 50.6 0.940 0.0000e+00
ACC 65536 512 2 4 6.00 0.9700 50.6 0.970 0.0000e+00
ACC 65536 512 2 4 6.00 0.9700 50.6 1.000 0.0000e+00
ACC 65536 512 2 4 6.00 0.9700 205.5 0.900 0.0000e+00
ACC 65536 512 2 4 6.00 0.9700 205.5 0.940 0.0000e+00
ACC 65536 512 2 4 6.00 0.9700 205.5 0.970 0.0000e+00
ACC 65536 512 2 4 6.00 0.9700 205.5 1.000 0.0000e+00
ACC 65536 512 2 4 6.50 0.8500 50.6 0.900 0.0000e+00
ACC 65536 512 2 4 6.50 0.8500 50.6 0.940 0.0000e+00
ACC 65536 512 2 4 6.50 0.8500 50.6 0.970 0.0000e+00
ACC 65536 512 2 4 6.50 0.8500 50.6 1.000 0.0000e+00
ACC 65536 512 2 4 6.50 0.8500 205.5 0.900 0.0000e+00
ACC 65536 512 2 4 6.50 0.8500 205.5 0.940 0.0000e+00
ACC 65536 512 2 4 6.50 0.8500 205.5 0.970 0.0000e+00
ACC 65536 512 2 4 6.50 0.8500 205.5 1.000 0.0000e+00
ACC 65536 512 2 4 6.50 0.9200 50.6 0.900 0.0000e+00
ACC 65536 512 2 4 6.50 0.9200 50.6 0.940 0.0000e+00
ACC 65536 512 2 4 6.50 0.9200 50.6 0.970 0.0000e+00
ACC 65536 512 2 4 6.50 0.9200 50.6 1.000 0.0000e+00
ACC 65536 512 2 4 6.50 0.9200 205.5 0.900 0.0000e+00
ACC 65536 512 2 4 6.50 0.9200 205.5 0.940 0.0000e+00
ACC 65536 512 2 4 6.50 0.9200 205.5 0.970 0.0000e+00
ACC 65536 512 2 4 6.50 0.9200 205.5 1.000 0.0000e+00
ACC 65536 512 2 4 6.50 0.9700 50.6 0.900 0.0000e+00
ACC 65536 512 2 4 6.50 0.9700 50.6 0.940 0.0000e+00
ACC 65536 512 2 4 6.50 0.9700 50.6 0.970 0.0000e+00
ACC 65536 512 2 4 6.50 0.9700 50.6 1.000 0.0000e+00
ACC 65536 512 2 4 6.50 0.9700 205.5 0.900 0.0000e+00
ACC 65536 512 2 4 6.50 0.9700 205.5 0.940 0.0000e+00
ACC 65536 512 2 4 6.50 0.9700 205.5 0.970 0.0000e+00
ACC 65536 512 2 4 6.50 0.9700 205.5 1.000 0.0000e+00
ACC 65536 512 2 8 5.00 0.8500 50.6 0.900 0.0000e+00
ACC 65536 512 2 8 5.00 0.8500 50.6 0.940 0.0000e+00
ACC 65536 512 2 8 5.00 0.8500 50.6 0.970 5.8651e-04
ACC 65536 512 2 8 5.00 0.8500 50.6 1.000 5.8651e-04
ACC 65536 512 2 8 5.00 0.8500 205.5 0.900 0.0000e+00
ACC 65536 512 2 8 5.00 0.8500 205.5 0.940 0.0000e+00
ACC 65536 512 2 8 5.00 0.8500 205.5 0.970 6.3898e-04
ACC 65536 512 2 8 5.00 0.8500 205.5 1.000 6.3898e-04
ACC 65536 512 2 8 5.00 0.9200 50.6 0.900 0.0000e+00
ACC 65536 512 2 8 5.00 0.9200 50.6 0.940 0.0000e+00
ACC 65536 512 2 8 5.00 0.9200 50.6 0.970 0.0000e+00
ACC 65536 512 2 8 5.00 0.9200 50.6 1.000 5.8072e-04
ACC 65536 512 2 8 5.00 0.9200 205.5 0.900 0.0000e+00
ACC 65536 512 2 8 5.00 0.9200 205.5 0.940 0.0000e+00
ACC 65536 512 2 8 5.00 0.9200 205.5 0.970 0.0000e+00
ACC 65536 512 2 8 5.00 0.9200 205.5 1.000 2.5237e-03
ACC 65536 512 2 8 5.00 0.9700 50.6 0.900 0.0000e+00
ACC 65536 512 2 8 5.00 0.9700 50.6 0.940 0.0000e+00
ACC 65536 512 2 8 5.00 0.9700 50.6 0.970 0.0000e+00
ACC 65536 512 2 8 5.00 0.9700 50.6 1.000 2.3378e-03
ACC 65536 512 2 8 5.00 0.9700 205.5 0.900 0.0000e+00
ACC 65536 512 2 8 5.00 0.9700 205.5 0.940 0.0000e+00
ACC 65536 512 2 8 5.00 0.9700 205.5 0.970 6.3412e-04
ACC 65536 512 2 8 5.00 0.9700 205.5 1.000 3.1706e-03
ACC 65536 512 2 8 5.50 0.8500 50.6 0.900 6.1463e-04
ACC 65536 512 2 8 5.50 0.8500 50.6 0.940 6.1463e-04
ACC 65536 512 2 8 5.50 0.8500 50.6 0.970 6.1463e-04
ACC 65536 512 2 8 5.50 0.8500 50.6 1.000 6.1463e-04
ACC 65536 512 2 8 5.50 0.8500 205.5 0.900 0.0000e+00
ACC 65536 512 2 8 5.50 0.8500 205.5 0.940 6.6489e-04
ACC 65536 512 2 8 5.50 0.8500 205.5 0.970 6.6489e-04
ACC 65536 512 2 8 5.50 0.8500 205.5 1.000 1.3298e-03
ACC 65536 512 2 8 5.50 0.9200 50.6 0.900 0.0000e+00
ACC 65536 512 2 8 5.50 0.9200 50.6 0.940 0.0000e+00
ACC 65536 512 2 8 5.50 0.9200 50.6 0.970 0.0000e+00
ACC 65536 512 2 8 5.50 0.9200 50.6 1.000 6.0569e-04
ACC 65536 512 2 8 5.50 0.9200 205.5 0.900 0.0000e+00
ACC 65536 512 2 8 5.50 0.9200 205.5 0.940 0.0000e+00
ACC 65536 512 2 8 5.50 0.9200 205.5 0.970 0.0000e+00
ACC 65536 512 2 8 5.50 0.9200 205.5 1.000 2.6195e-03
ACC 65536 512 2 8 5.50 0.9700 50.6 0.900 0.0000e+00
ACC 65536 512 2 8 5.50 0.9700 50.6 0.940 0.0000e+00
ACC 65536 512 2 8 5.50 0.9700 50.6 0.970 0.0000e+00
ACC 65536 512 2 8 5.50 0.9700 50.6 1.000 1.2092e-03
ACC 65536 512 2 8 5.50 0.9700 205.5 0.900 0.0000e+00
ACC 65536 512 2 8 5.50 0.9700 205.5 0.940 0.0000e+00
ACC 65536 512 2 8 5.50 0.9700 205.5 0.970 6.5660e-04
ACC 65536 512 2 8 5.50 0.9700 205.5 1.000 2.6264e-03
ACC 65536 512 2 8 6.00 0.8500 50.6 0.900 0.0000e+00
ACC 65536 512 2 8 6.00 0.8500 50.6 0.940 0.0000e+00
ACC 65536 512 2 8 6.00 0.8500 50.6 0.970 0.0000e+00
ACC 65536 512 2 8 6.00 0.8500 50.6 1.000 0.0000e+00
ACC 65536 512 2 8 6.00 0.8500 205.5 0.900 0.0000e+00
ACC 65536 512 2 8 6.00 0.8500 205.5 0.940 6.7889e-04
ACC 65536 512 2 8 6.00 0.8500 205.5 0.970 6.7889e-04
ACC 65536 512 2 8 6.00 0.8500 205.5 1.000 6.7889e-04
ACC 65536 512 2 8 6.00 0.9200 50.6 0.900 0.0000e+00
ACC 65536 512 2 8 6.00 0.9200 50.6 0.940 0.0000e+00
ACC 65536 512 2 8 6.00 0.9200 50.6 0.970 0.0000e+00
ACC 65536 512 2 8 6.00 0.9200 50.6 1.000 0.0000e+00
ACC 65536 512 2 8 6.00 0.9200 205.5 0.900 0.0000e+00
ACC 65536 512 2 8 6.00 0.9200 205.5 0.940 0.0000e+00
ACC 65536 512 2 8 6.00 0.9200 205.5 0.970 0.0000e+00
ACC 65536 512 2 8 6.00 0.9200 205.5 1.000 2.6702e-03
ACC 65536 512 2 8 6.00 0.9700 50.6 0.900 0.0000e+00
ACC 65536 512 2 8 6.00 0.9700 50.6 0.940 0.0000e+00
ACC 65536 512 2 8 6.00 0.9700 50.6 0.970 0.0000e+00
ACC 65536 512 2 8 6.00 0.9700 50.6 1.000 6.1690e-04
ACC 65536 512 2 8 6.00 0.9700 205.5 0.900 0.0000e+00
ACC 65536 512 2 8 6.00 0.9700 205.5 0.940 0.0000e+00
ACC 65536 512 2 8 6.00 0.9700 205.5 0.970 6.6845e-04
ACC 65536 512 2 8 6.00 0.9700 205.5 1.000 4.0107e-03
ACC 65536 512 2 8 6.50 0.8500 50.6 0.900 0.0000e+00
ACC 65536 512 2 8 6.50 0.8500 50.6 0.940 0.0000e+00
ACC 65536 512 2 8 6.50 0.8500 50.6 0.970 0.0000e+00
ACC 65536 512 2 8 6.50 0.8500 50.6 1.000 0.0000e+00
ACC 65536 512 2 8 6.50 0.8500 205.5 0.900 0.0000e+00
ACC 65536 512 2 8 6.50 0.8500 205.5 0.940 0.0000e+00
ACC 65536 512 2 8 6.50 0.8500 205.5 0.970 6.9109e-04
ACC 65536 512 2 8 6.50 0.8500 205.5 1.000 6.9109e-04
ACC 65536 512 2 8 6.50 0.9200 50.6 0.900 0.0000e+00
ACC 65536 512 2 8 6.50 0.9200 50.6 0.940 0.0000e+00
ACC 65536 512 2 8 6.50 0.9200 50.6 0.970 0.0000e+00
ACC 65536 512 2 8 6.50 0.9200 50.6 1.000 0.0000e+00
ACC 65536 512 2 8 6.50 0.9200 205.5 0.900 0.0000e+00
ACC 65536 512 2 8 6.50 0.9200 205.5 0.940 0.0000e+00
ACC 65536 512 2 8 6.50 0.9200 205.5 0.970 0.0000e+00
ACC 65536 512 2 8 6.50 0.9200 205.5 1.000 2.7248e-03
ACC 65536 512 2 8 6.50 0.9700 50.6 0.900 0.0000e+00
ACC 65536 512 2 8 6.50 0.9700 50.6 0.940 0.0000e+00
ACC 65536 512 2 8 6.50 0.9700 50.6 0.970 0.0000e+00
ACC 65536 512 2 8 6.50 0.9700 50.6 1.000 0.0000e+00
ACC 65536 512 2 8 6.50 0.9700 205.5 0.900 0.0000e+00
ACC 65536 512 2 8 6.50 0.9700 205.5 0.940 0.0000e+00
ACC 65536 512 2 8 6.50 0.9700 205.5 0.970 6.7613e-04
ACC 65536 512 2 8 6.50 0.9700 205.5 1.000 4.0568e-03
ACC 65536 1024 2 4 5.00 0.8500 100.6 0.900 0.0000e+00
ACC 65536 1024 2 4 5.00 0.8500 100.6 0.940 0.0000e+00
ACC 65536 1024 2 4 5.00 0.8500 100.6 0.970 0.0000e+00
ACC 65536 1024 2 4 5.00 0.8500 100.6 1.000 0.0000e+00
ACC 65536 1024 2 4 5.00 0.8500 410.5 0.900 0.0000e+00
ACC 65536 1024 2 4 5.00 0.8500 410.5 0.940 0.0000e+00
ACC 65536 1024 2 4 5.00 0.8500 410.5 0.970 0.0000e+00
ACC 65536 1024 2 4 5.00 0.8500 410.5 1.000 0.0000e+00
ACC 65536 1024 2 4 5.00 0.9200 100.6 0.900 0.0000e+00
ACC 65536 1024 2 4 5.00 0.9200 100.6 0.940 0.0000e+00
ACC 65536 1024 2 4 5.00 0.9200 100.6 0.970 0.0000e+00
ACC 65536 1024 2 4 5.00 0.9200 100.6 1.000 0.0000e+00
ACC 65536 1024 2 4 5.00 0.9200 410.5 0.900 0.0000e+00
ACC 65536 1024 2 4 5.00 0.9200 410.5 0.940 0.0000e+00
ACC 65536 1024 2 4 5.00 0.9200 410.5 0.970 0.0000e+00
ACC 65536 1024 2 4 5.00 0.9200 410.5 1.000 0.0000e+00
ACC 65536 1024 2 4 5.00 0.9700 100.6 0.900 0.0000e+00
ACC 65536 1024 2 4 5.00 0.9700 100.6 0.940 0.0000e+00
ACC 65536 1024 2 4 5.00 0.9700 100.6 0.970 0.0000e+00
ACC 65536 1024 2 4 5.00 0.9700 100.6 1.000 0.0000e+00
ACC 65536 1024 2 4 5.00 0.9700 410.5 0.900 0.0000e+00
ACC 65536 1024 2 4 5.00 0.9700 410.5 0.940 0.0000e+00
ACC 65536 1024 2 4 5.00 0.9700 410.5 0.970 0.0000e+00
ACC 65536 1024 2 4 5.00 0.9700 410.5 1.000 0.0000e+00
ACC 65536 1024 2 4 5.50 0.8500 100.6 0.900 0.0000e+00
ACC 65536 1024 2 4 5.50 0.8500 100.6 0.940 0.0000e+00
ACC 65536 1024 2 4 5.50 0.8500 100.6 0.970 0.0000e+00
ACC 65536 1024 2 4 5.50 0.8500 100.6 1.000 0.0000e+00
ACC 65536 1024 2 4 5.50 0.8500 410.5 0.900 0.0000e+00
ACC 65536 1024 2 4 5.50 0.8500 410.5 0.940 0.0000e+00
ACC 65536 1024 2 4 5.50 0.8500 410.5 0.970 0.0000e+00
ACC 65536 1024 2 4 5.50 0.8500 410.5 1.000 0.0000e+00
ACC 65536 1024 2 4 5.50 0.9200 100.6 0.900 0.0000e+00
ACC 65536 1024 2 4 5.50 0.9200 100.6 0.940 0.0000e+00
ACC 65536 1024 2 4 5.50 0.9200 100.6 0.970 0.0000e+00
ACC 65536 1024 2 4 5.50 0.9200 100.6 1.000 0.0000e+00
ACC 65536 1024 2 4 5.50 0.9200 410.5 0.900 0.0000e+00
ACC 65536 1024 2 4 5.50 0.9200 410.5 0.940 0.0000e+00
ACC 65536 1024 2 4 5.50 0.9200 410.5 0.970 0.0000e+00
ACC 65536 1024 2 4 5.50 0.9200 410.5 1.000 0.0000e+00
ACC 65536 1024 2 4 5.50 0.9700 100.6 0.900 0.0000e+00
ACC 65536 1024 2 4 5.50 0.9700 100.6 0.940 0.0000e+00
ACC 65536 1024 2 4 5.50 0.9700 100.6 0.970 0.0000e+00
ACC 65536 1024 2 4 5.50 0.9700 100.6 1.000 0.0000e+00
ACC 65536 1024 2 4 5.50 0.9700 410.5 0.900 0.0000e+00
ACC 65536 1024 2 4 5.50 0.9700 410.5 0.940 0.0000e+00
ACC 65536 1024 2 4 5.50 0.9700 410.5 0.970 0.0000e+00
ACC 65536 1024 2 4 5.50 0.9700 410.5 1.000 0.0000e+00
ACC 65536 1024 2 4 6.00 0.8500 100.6 0.900 0.0000e+00
ACC 65536 1024 2 4 6.00 0.8500 100.6 0.940 0.0000e+00
ACC 65536 1024 2 4 6.00 0.8500 100.6 0.970 0.0000e+00
ACC 65536 1024 2 4 6.00 0.8500 100.6 1.000 0.0000e+00
ACC 65536 1024 2 4 6.00 0.8500 410.5 0.900 0.0000e+00
ACC 65536 1024 2 4 6.00 0.8500 410.5 0.940 0.0000e+00
ACC 65536 1024 2 4 6.00 0.8500 410.5 0.970 0.0000e+00
ACC 65536 1024 2 4 6.00 0.8500 410.5 1.000 0.0000e+00
ACC 65536 1024 2 4 6.00 0.9200 100.6 0.900 0.0000e+00
ACC 65536 1024 2 4 6.00 0.9200 100.6 0.940 0.0000e+00
ACC 65536 1024 2 4 6.00 0.9200 100.6 0.970 0.0000e+00
ACC 65536 1024 2 4 6.00 0.9200 100.6 1.000 0.0000e+00
ACC 65536 1024 2 4 6.00 0.9200 410.5 0.900 0.0000e+00
ACC 65536 1024 2 4 6.00 0.9200 410.5 0.940 0.0000e+00
ACC 65536 1024 2 4 6.00 0.9200 410.5 0.970 0.0000e+00
ACC 65536 1024 2 4 6.00 0.9200 410.5 1.000 0.0000e+00
ACC 65536 1024 2 4 6.00 0.9700 100.6 0.900 0.0000e+00
ACC 65536 1024 2 4 6.00 0.9700 100.6 0.940 0.0000e+00
ACC 65536 1024 2 4 6.00 0.9700 100.6 0.970 0.0000e+00
ACC 65536 1024 2 4 6.00 0.9700 100.6 1.000 0.0000e+00
ACC 65536 1024 2 4 6.00 0.9700 410.5 0.900 0.0000e+00
ACC 65536 1024 2 4 6.00 0.9700 410.5 0.940 0.0000e+00
ACC 65536 1024 2 4 6.00 0.9700 410.5 0.970 0.0000e+00
ACC 65536 1024 2 4 6.00 0.9700 410.5 1.000 0.0000e+00
ACC 65536 1024 2 4 6.50 0.8500 100.6 0.900 0.0000e+00
ACC 65536 1024 2 4 6.50 0.8500 100.6 0.940 0.0000e+00
ACC 65536 1024 2 4 6.50 0.8500 100.6 0.970 0.0000e+00
ACC 65536 1024 2 4 6.50 0.8500 100.6 1.000 0.0000e+00
ACC 65536 1024 2 4 6.50 0.8500 410.5 0.900 0.0000e+00
ACC 65536 1024 2 4 6.50 0.8500 410.5 0.940 0.0000e+00
ACC 65536 1024 2 4 6.50 0.8500 410.5 0.970 0.0000e+00
ACC 65536 1024 2 4 6.50 0.8500 410.5 1.000 0.0000e+00
ACC 65536 1024 2 4 6.50 0.9200 100.6 0.900 0.0000e+00
ACC 65536 1024 2 4 6.50 0.9200 100.6 0.940 0.0000e+00
ACC 65536 1024 2 4 6.50 0.9200 100.6 0.970 0.0000e+00
