# matchedfilter COST table -- RELATIVE cost per configuration, measured
#
# cpu     AMD RYZEN AI MAX+ 395 w/ Radeon 8060S
# commit  398fa6f
#
# Cost RELATIVE to a pivot configuration at the same transform length, not
# microseconds. Absolute time is a property of machine, load and reference
# together; the ratio is a property of the configuration, which is the only
# thing selection needs.
#
# Measured by holding ONE reference fixed and timing every configuration on
# it, cycling rather than running each to completion, and dividing by a pivot
# measured in the same loop. Clock and turbo state, contention, cache
# temperature and the machine cancel in the ratio -- which is also what makes
# it safe to measure these in parallel on every core.
#
# Ranks configurations; do not read them as predictions of runtime.
#
# Regenerate for your own CPU:
#   python tools/hmf_tune.py --retune-cost --out mycost.txt
#   export MF_COST=$PWD/mycost.txt
#
# Baseline measurements retained during gate-model migration; see docs/gate-model.md.
# COST n band U K snr f beff relative_cost
COST 65536 1024 2 4 5.50 0.8440 410.5 1.8931
COST 65536 1024 2 4 5.50 0.8500 100.6 0.1625
COST 65536 1024 2 4 5.50 0.8500 208.6 0.5152
COST 65536 1024 2 4 5.50 0.8500 410.5 2.4634
COST 65536 1024 2 4 5.50 0.8690 701.5 3.2641
COST 65536 1024 2 4 5.50 0.8750 701.5 2.5531
COST 65536 1024 2 4 5.50 0.9430 410.5 0.3290
COST 65536 1024 2 4 5.50 0.9500 100.6 0.0514
COST 65536 1024 2 4 5.50 0.9500 208.6 0.0329
COST 65536 1024 2 4 5.50 0.9500 410.5 0.2557
COST 65536 1024 2 4 5.50 0.9580 64.2 0.4362
COST 65536 1024 2 4 5.50 0.9580 259.3 1.3794
COST 65536 1024 2 4 5.50 0.9780 33.9 0.4380
COST 65536 1024 2 4 5.50 0.9780 135.9 0.2201
COST 65536 1024 2 4 5.50 0.9860 54.5 0.1032
COST 65536 1024 2 4 5.50 0.9860 221.3 0.1195
COST 65536 1024 2 4 5.50 0.9930 28.0 0.0415
COST 65536 1024 2 4 5.50 0.9930 112.4 0.2350
COST 65536 1024 2 4 5.75 0.1440 1022.0 1.2565
COST 65536 1024 2 4 5.75 0.2270 1016.0 1.0880
COST 65536 1024 2 4 5.75 0.2530 1016.0 2.0723
COST 65536 1024 2 4 5.75 0.3930 992.9 2.0951
COST 65536 1024 2 4 5.75 0.4400 992.9 2.3410
COST 65536 1024 2 4 5.75 0.4600 992.9 2.3871
COST 65536 1024 2 4 5.75 0.6020 911.8 1.7195
COST 65536 1024 2 4 5.75 0.6060 911.8 2.3947
COST 65536 1024 2 4 5.75 0.6720 911.8 2.9893
COST 65536 1024 2 4 5.75 0.6770 911.8 2.3330
COST 65536 1024 2 4 5.75 0.7770 701.5 2.6728
COST 65536 1024 2 4 5.75 0.7830 701.5 2.3318
COST 65536 1024 2 4 5.75 0.8440 410.5 2.1045
COST 65536 1024 2 4 5.75 0.8500 100.6 0.0823
COST 65536 1024 2 4 5.75 0.8500 208.6 0.1338
COST 65536 1024 2 4 5.75 0.8500 410.5 1.1351
COST 65536 1024 2 4 5.75 0.8690 701.5 1.5542
COST 65536 1024 2 4 5.75 0.8750 701.5 1.8691
COST 65536 1024 2 4 5.75 0.9430 410.5 0.1461
COST 65536 1024 2 4 5.75 0.9500 100.6 0.0235
COST 65536 1024 2 4 5.75 0.9500 208.6 0.0199
COST 65536 1024 2 4 5.75 0.9500 410.5 0.1108
COST 65536 1024 2 4 6.00 0.1440 1022.0 1.5334
COST 65536 1024 2 4 6.00 0.2270 1016.0 1.6815
COST 65536 1024 2 4 6.00 0.2530 1016.0 2.2219
COST 65536 1024 2 4 6.00 0.3930 992.9 2.3363
COST 65536 1024 2 4 6.00 0.4400 992.9 2.9080
COST 65536 1024 2 4 6.00 0.4600 992.9 2.3581
COST 65536 1024 2 4 6.00 0.6020 911.8 2.5018
COST 65536 1024 2 4 6.00 0.6060 911.8 3.1694
COST 65536 1024 2 4 6.00 0.6720 911.8 2.2068
COST 65536 1024 2 4 6.00 0.6770 911.8 2.8864
COST 65536 1024 2 4 6.00 0.7770 701.5 2.3275
COST 65536 1024 2 4 6.00 0.7830 701.5 3.1249
COST 65536 1024 2 4 6.00 0.8440 410.5 0.5305
COST 65536 1024 2 4 6.00 0.8500 100.6 0.0281
COST 65536 1024 2 4 6.00 0.8500 208.6 0.0336
COST 65536 1024 2 4 6.00 0.8500 410.5 0.5278
COST 65536 1024 2 4 6.00 0.8690 701.5 1.6020
COST 65536 1024 2 4 6.00 0.8750 701.5 1.7966
COST 65536 1024 2 4 6.00 0.9430 410.5 0.0362
COST 65536 1024 2 4 6.00 0.9500 100.6 0.0284
COST 65536 1024 2 4 6.00 0.9500 208.6 0.0229
COST 65536 1024 2 4 6.00 0.9500 410.5 0.0428
COST 65536 1024 2 4 6.00 0.9580 64.2 0.2369
COST 65536 1024 2 4 6.00 0.9580 259.3 0.4530
COST 65536 1024 2 4 6.00 0.9780 33.9 0.1078
COST 65536 1024 2 4 6.00 0.9780 135.9 0.0613
COST 65536 1024 2 4 6.00 0.9860 54.5 0.0816
COST 65536 1024 2 4 6.00 0.9860 221.3 0.0930
COST 65536 1024 2 4 6.00 0.9930 28.0 0.0914
COST 65536 1024 2 4 6.00 0.9930 112.4 0.0942
COST 65536 1024 2 4 6.50 0.1440 1022.0 2.3611
COST 65536 1024 2 4 6.50 0.2270 1016.0 2.0935
COST 65536 1024 2 4 6.50 0.2530 1016.0 2.8798
COST 65536 1024 2 4 6.50 0.3930 992.9 2.7714
COST 65536 1024 2 4 6.50 0.4400 992.9 2.3500
COST 65536 1024 2 4 6.50 0.4600 992.9 2.2848
COST 65536 1024 2 4 6.50 0.6020 911.8 2.4583
COST 65536 1024 2 4 6.50 0.6060 911.8 2.9524
COST 65536 1024 2 4 6.50 0.6720 911.8 2.3885
COST 65536 1024 2 4 6.50 0.6770 911.8 2.6645
COST 65536 1024 2 4 6.50 0.7770 701.5 1.8726
COST 65536 1024 2 4 6.50 0.7830 701.5 1.8455
COST 65536 1024 2 4 6.50 0.8440 410.5 0.1270
COST 65536 1024 2 4 6.50 0.8500 100.6 0.0298
COST 65536 1024 2 4 6.50 0.8500 208.6 0.0253
COST 65536 1024 2 4 6.50 0.8500 410.5 0.1357
COST 65536 1024 2 4 6.50 0.8690 701.5 0.3111
COST 65536 1024 2 4 6.50 0.8750 701.5 0.4067
COST 65536 1024 2 4 6.50 0.9430 410.5 0.0205
COST 65536 1024 2 4 6.50 0.9500 100.6 0.0353
COST 65536 1024 2 4 6.50 0.9500 208.6 0.0244
COST 65536 1024 2 4 6.50 0.9500 410.5 0.0287
COST 65536 1024 2 4 6.50 0.9580 64.2 0.0923
COST 65536 1024 2 4 6.50 0.9580 259.3 0.1503
COST 65536 1024 2 4 6.50 0.9780 33.9 0.0428
COST 65536 1024 2 4 6.50 0.9780 135.9 0.0536
COST 65536 1024 2 4 6.50 0.9860 54.5 0.0868
COST 65536 1024 2 4 6.50 0.9860 221.3 0.0304
COST 65536 1024 2 4 6.50 0.9930 28.0 0.0699
COST 65536 1024 2 4 6.50 0.9930 112.4 0.0564
COST 65536 1024 2 8 5.00 0.1440 1022.0 0.7163
COST 65536 1024 2 8 5.00 0.2270 1016.0 1.1972
COST 65536 1024 2 8 5.00 0.2530 1016.0 0.9446
COST 65536 1024 2 8 5.00 0.3930 992.9 1.3622
COST 65536 1024 2 8 5.00 0.4400 992.9 1.2104
COST 65536 1024 2 8 5.00 0.4600 992.9 1.4687
COST 65536 1024 2 8 5.00 0.6020 911.8 0.6941
COST 65536 1024 2 8 5.00 0.6060 911.8 1.4472
COST 65536 1024 2 8 5.00 0.6720 911.8 0.9408
COST 65536 1024 2 8 5.00 0.6770 911.8 1.7531
COST 65536 1024 2 8 5.00 0.7770 701.5 1.1938
COST 65536 1024 2 8 5.00 0.7830 701.5 1.7507
COST 65536 1024 2 8 5.00 0.8440 410.5 1.4082
COST 65536 1024 2 8 5.00 0.8500 100.6 0.8265
COST 65536 1024 2 8 5.00 0.8500 208.6 1.5588
COST 65536 1024 2 8 5.00 0.8500 410.5 2.1729
COST 65536 1024 2 8 5.00 0.8690 701.5 1.1221
COST 65536 1024 2 8 5.00 0.8750 701.5 1.7490
COST 65536 1024 2 8 5.00 0.9430 410.5 0.2659
COST 65536 1024 2 8 5.00 0.9500 100.6 0.0895
COST 65536 1024 2 8 5.00 0.9500 208.6 0.0427
COST 65536 1024 2 8 5.00 0.9500 410.5 0.2323
COST 65536 1024 2 8 5.00 0.9580 64.2 0.4138
COST 65536 1024 2 8 5.00 0.9580 259.3 0.1993
COST 65536 1024 2 8 5.00 0.9780 33.9 0.3259
COST 65536 1024 2 8 5.00 0.9780 135.9 0.1237
COST 65536 1024 2 8 5.00 0.9860 54.5 0.0630
COST 65536 1024 2 8 5.00 0.9860 221.3 0.0727
COST 65536 1024 2 8 5.00 0.9930 28.0 0.0327
COST 65536 1024 2 8 5.00 0.9930 112.4 0.0274
COST 65536 1024 2 8 5.50 0.1440 1022.0 1.2647
COST 65536 1024 2 8 5.50 0.2270 1016.0 1.1843
COST 65536 1024 2 8 5.50 0.2530 1016.0 1.5755
COST 65536 1024 2 8 5.50 0.3930 992.9 2.0131
COST 65536 1024 2 8 5.50 0.4400 992.9 2.3121
COST 65536 1024 2 8 5.50 0.4600 992.9 2.1354
COST 65536 1024 2 8 5.50 0.6020 911.8 1.3787
COST 65536 1024 2 8 5.50 0.6060 911.8 2.8144
COST 65536 1024 2 8 5.50 0.6720 911.8 1.9229
COST 65536 1024 2 8 5.50 0.6770 911.8 3.0182
COST 65536 1024 2 8 5.50 0.7770 701.5 1.6103
COST 65536 1024 2 8 5.50 0.7830 701.5 1.7896
COST 65536 1024 2 8 5.50 0.8440 410.5 0.7045
COST 65536 1024 2 8 5.50 0.8500 100.6 0.1874
COST 65536 1024 2 8 5.50 0.8500 208.6 0.2304
COST 65536 1024 2 8 5.50 0.8500 410.5 0.5537
COST 65536 1024 2 8 5.50 0.8690 701.5 0.8105
COST 65536 1024 2 8 5.50 0.8750 701.5 0.5745
COST 65536 1024 2 8 5.50 0.9430 410.5 0.0395
COST 65536 1024 2 8 5.50 0.9500 100.6 0.0248
COST 65536 1024 2 8 5.50 0.9500 208.6 0.0307
COST 65536 1024 2 8 5.50 0.9500 410.5 0.0406
COST 65536 1024 2 8 5.50 0.9580 64.2 0.0283
COST 65536 1024 2 8 5.50 0.9580 259.3 0.0663
COST 65536 1024 2 8 5.50 0.9780 33.9 0.0566
COST 65536 1024 2 8 5.50 0.9780 135.9 0.1195
COST 65536 1024 2 8 5.50 0.9860 54.5 0.0942
COST 65536 1024 2 8 5.50 0.9860 221.3 0.1107
COST 65536 1024 2 8 5.50 0.9930 28.0 0.0377
COST 65536 1024 2 8 5.50 0.9930 112.4 0.0405
COST 65536 1024 2 8 5.75 0.1440 1022.0 1.1890
COST 65536 1024 2 8 5.75 0.2270 1016.0 1.2459
COST 65536 1024 2 8 5.75 0.2530 1016.0 1.9268
COST 65536 1024 2 8 5.75 0.3930 992.9 2.0355
COST 65536 1024 2 8 5.75 0.4400 992.9 2.4855
COST 65536 1024 2 8 5.75 0.4600 992.9 2.4143
COST 65536 1024 2 8 5.75 0.6020 911.8 1.8658
COST 65536 1024 2 8 5.75 0.6060 911.8 2.4281
COST 65536 1024 2 8 5.75 0.6720 911.8 2.3912
COST 65536 1024 2 8 5.75 0.6770 911.8 2.3473
COST 65536 1024 2 8 5.75 0.7770 701.5 1.3515
COST 65536 1024 2 8 5.75 0.7830 701.5 1.4494
COST 65536 1024 2 8 5.75 0.8440 410.5 0.1952
COST 65536 1024 2 8 5.75 0.8500 100.6 0.0839
COST 65536 1024 2 8 5.75 0.8500 208.6 0.0291
COST 65536 1024 2 8 5.75 0.8500 410.5 0.2141
COST 65536 1024 2 8 5.75 0.8690 701.5 0.1828
COST 65536 1024 2 8 5.75 0.8750 701.5 0.1704
COST 65536 1024 2 8 5.75 0.9430 410.5 0.0283
COST 65536 1024 2 8 5.75 0.9500 100.6 0.0231
COST 65536 1024 2 8 5.75 0.9500 208.6 0.0201
COST 65536 1024 2 8 5.75 0.9500 410.5 0.0304
COST 65536 1024 2 8 6.00 0.1440 1022.0 1.6589
COST 65536 1024 2 8 6.00 0.2270 1016.0 1.5372
COST 65536 1024 2 8 6.00 0.2530 1016.0 2.3255
COST 65536 1024 2 8 6.00 0.3930 992.9 2.3014
COST 65536 1024 2 8 6.00 0.4400 992.9 2.5740
COST 65536 1024 2 8 6.00 0.4600 992.9 2.3219
COST 65536 1024 2 8 6.00 0.6020 911.8 2.5587
COST 65536 1024 2 8 6.00 0.6060 911.8 3.3410
COST 65536 1024 2 8 6.00 0.6720 911.8 2.1913
COST 65536 1024 2 8 6.00 0.6770 911.8 2.8369
COST 65536 1024 2 8 6.00 0.7770 701.5 1.0464
COST 65536 1024 2 8 6.00 0.7830 701.5 1.1346
COST 65536 1024 2 8 6.00 0.8440 410.5 0.1094
COST 65536 1024 2 8 6.00 0.8500 100.6 0.0269
COST 65536 1024 2 8 6.00 0.8500 208.6 0.0296
COST 65536 1024 2 8 6.00 0.8500 410.5 0.1135
COST 65536 1024 2 8 6.00 0.8690 701.5 0.1175
COST 65536 1024 2 8 6.00 0.8750 701.5 0.1220
COST 65536 1024 2 8 6.00 0.9430 410.5 0.0230
COST 65536 1024 2 8 6.00 0.9500 100.6 0.0283
COST 65536 1024 2 8 6.00 0.9500 208.6 0.0225
COST 65536 1024 2 8 6.00 0.9500 410.5 0.0268
COST 65536 1024 2 8 6.00 0.9580 64.2 0.1997
COST 65536 1024 2 8 6.00 0.9580 259.3 0.0476
COST 65536 1024 2 8 6.00 0.9780 33.9 0.0866
COST 65536 1024 2 8 6.00 0.9780 135.9 0.0524
COST 65536 1024 2 8 6.00 0.9860 54.5 0.0807
COST 65536 1024 2 8 6.00 0.9860 221.3 0.0896
COST 65536 1024 2 8 6.00 0.9930 28.0 0.0875
COST 65536 1024 2 8 6.00 0.9930 112.4 0.0921
COST 65536 1024 2 8 6.50 0.1440 1022.0 2.4776
COST 65536 1024 2 8 6.50 0.2270 1016.0 2.1931
COST 65536 1024 2 8 6.50 0.2530 1016.0 3.1511
COST 65536 1024 2 8 6.50 0.3930 992.9 3.1399
COST 65536 1024 2 8 6.50 0.4400 992.9 2.9347
COST 65536 1024 2 8 6.50 0.4600 992.9 2.3116
COST 65536 1024 2 8 6.50 0.6020 911.8 2.3979
COST 65536 1024 2 8 6.50 0.6060 911.8 3.4902
COST 65536 1024 2 8 6.50 0.6720 911.8 1.5612
COST 65536 1024 2 8 6.50 0.6770 911.8 1.9607
COST 65536 1024 2 8 6.50 0.7770 701.5 0.2179
COST 65536 1024 2 8 6.50 0.7830 701.5 0.1816
COST 65536 1024 2 8 6.50 0.8440 410.5 0.0424
COST 65536 1024 2 8 6.50 0.8500 100.6 0.0250
COST 65536 1024 2 8 6.50 0.8500 208.6 0.0224
COST 65536 1024 2 8 6.50 0.8500 410.5 0.0411
COST 65536 1024 2 8 6.50 0.8690 701.5 0.0450
COST 65536 1024 2 8 6.50 0.8750 701.5 0.0452
COST 65536 1024 2 8 6.50 0.9430 410.5 0.0177
COST 65536 1024 2 8 6.50 0.9500 100.6 0.0240
COST 65536 1024 2 8 6.50 0.9500 208.6 0.0242
COST 65536 1024 2 8 6.50 0.9500 410.5 0.0264
COST 65536 1024 2 8 6.50 0.9580 64.2 0.0822
COST 65536 1024 2 8 6.50 0.9580 259.3 0.1119
COST 65536 1024 2 8 6.50 0.9780 33.9 0.0330
COST 65536 1024 2 8 6.50 0.9780 135.9 0.0415
COST 65536 1024 2 8 6.50 0.9860 54.5 0.0819
COST 65536 1024 2 8 6.50 0.9860 221.3 0.0265
COST 65536 1024 2 8 6.50 0.9930 28.0 0.0713
COST 65536 1024 2 8 6.50 0.9930 112.4 0.0578
COST 65536 2048 2 4 5.00 0.2670 2032.0 0.8262
COST 65536 2048 2 4 5.00 0.3930 1985.7 0.9643
COST 65536 2048 2 4 5.00 0.4400 1985.7 1.1564
COST 65536 2048 2 4 5.00 0.6060 1823.5 1.3992
COST 65536 2048 2 4 5.00 0.6770 1823.5 1.3391
COST 65536 2048 2 4 5.00 0.7080 1823.5 1.7888
COST 65536 2048 2 4 5.00 0.7770 1402.7 0.8442
COST 65536 2048 2 4 5.00 0.7830 1402.7 1.5586
COST 65536 2048 2 4 5.00 0.8440 820.5 1.3348
COST 65536 2048 2 4 5.00 0.8500 208.6 1.7031
COST 65536 2048 2 4 5.00 0.8500 416.5 1.9376
COST 65536 2048 2 4 5.00 0.8500 820.5 1.9405
COST 65536 2048 2 4 5.00 0.8690 1402.7 1.1882
COST 65536 2048 2 4 5.00 0.8750 1402.7 2.0614
COST 65536 2048 2 4 5.00 0.9430 820.5 1.4096
COST 65536 2048 2 4 5.00 0.9500 208.6 0.1281
COST 65536 2048 2 4 5.00 0.9500 416.5 0.5798
COST 65536 2048 2 4 5.00 0.9500 820.5 2.3296
COST 65536 2048 2 4 5.00 0.9880 135.5 1.9241
COST 65536 2048 2 4 5.00 0.9880 546.4 2.2742
COST 65536 2048 2 4 5.00 0.9960 110.6 0.2430
COST 65536 2048 2 4 5.00 0.9960 450.7 0.3954
COST 65536 2048 2 4 5.00 0.9970 69.4 1.3445
COST 65536 2048 2 4 5.00 0.9970 280.4 0.8449
COST 65536 2048 2 4 5.00 0.9980 35.3 0.2571
COST 65536 2048 2 4 5.00 0.9980 141.5 1.3168
COST 65536 2048 2 4 5.00 0.9990 28.3 0.1928
COST 65536 2048 2 4 5.00 0.9990 55.9 0.5551
COST 65536 2048 2 4 5.00 0.9990 114.0 0.0622
COST 65536 2048 2 4 5.00 0.9990 227.1 0.1179
COST 65536 2048 2 4 5.50 0.2670 2032.0 1.3703
COST 65536 2048 2 4 5.50 0.3930 1985.7 1.2690
COST 65536 2048 2 4 5.50 0.4400 1985.7 1.6599
COST 65536 2048 2 4 5.50 0.6060 1823.5 1.8221
COST 65536 2048 2 4 5.50 0.6770 1823.5 2.4704
COST 65536 2048 2 4 5.50 0.7080 1823.5 2.2611
COST 65536 2048 2 4 5.50 0.7770 1402.7 1.4255
COST 65536 2048 2 4 5.50 0.7830 1402.7 2.8041
COST 65536 2048 2 4 5.50 0.8440 820.5 1.9174
COST 65536 2048 2 4 5.50 0.8500 208.6 0.3646
COST 65536 2048 2 4 5.50 0.8500 416.5 1.1075
COST 65536 2048 2 4 5.50 0.8500 820.5 2.0331
COST 65536 2048 2 4 5.50 0.8690 1402.7 2.1128
COST 65536 2048 2 4 5.50 0.8750 1402.7 2.8413
COST 65536 2048 2 4 5.50 0.9430 820.5 1.0940
COST 65536 2048 2 4 5.50 0.9500 208.6 0.0646
COST 65536 2048 2 4 5.50 0.9500 416.5 0.1423
COST 65536 2048 2 4 5.50 0.9500 820.5 0.7436
COST 65536 2048 2 4 5.50 0.9880 135.5 0.6644
COST 65536 2048 2 4 5.50 0.9880 546.4 0.4507
COST 65536 2048 2 4 5.50 0.9960 110.6 0.0612
COST 65536 2048 2 4 5.50 0.9960 450.7 0.1456
COST 65536 2048 2 4 5.50 0.9970 69.4 0.4018
COST 65536 2048 2 4 5.50 0.9970 280.4 0.2152
COST 65536 2048 2 4 5.50 0.9980 35.3 0.3865
COST 65536 2048 2 4 5.50 0.9980 141.5 0.2755
COST 65536 2048 2 4 5.50 0.9990 28.3 0.3079
COST 65536 2048 2 4 5.50 0.9990 55.9 0.2101
COST 65536 2048 2 4 5.50 0.9990 114.0 0.2705
COST 65536 2048 2 4 5.50 0.9990 227.1 0.2390
COST 65536 2048 2 4 5.75 0.2670 2032.0 1.3709
COST 65536 2048 2 4 5.75 0.3930 1985.7 1.1391
COST 65536 2048 2 4 5.75 0.4400 1985.7 1.9838
COST 65536 2048 2 4 5.75 0.6060 1823.5 2.1981
COST 65536 2048 2 4 5.75 0.6770 1823.5 2.8079
COST 65536 2048 2 4 5.75 0.7080 1823.5 2.5965
COST 65536 2048 2 4 5.75 0.7770 1402.7 1.7276
COST 65536 2048 2 4 5.75 0.7830 1402.7 2.6080
COST 65536 2048 2 4 5.75 0.8440 820.5 1.8951
COST 65536 2048 2 4 5.75 0.8500 208.6 0.1074
COST 65536 2048 2 4 5.75 0.8500 416.5 0.3120
COST 65536 2048 2 4 5.75 0.8500 820.5 1.8495
COST 65536 2048 2 4 5.75 0.8690 1402.7 2.4124
COST 65536 2048 2 4 5.75 0.8750 1402.7 2.3314
COST 65536 2048 2 4 5.75 0.9430 820.5 0.3281
COST 65536 2048 2 4 5.75 0.9500 208.6 0.0417
COST 65536 2048 2 4 5.75 0.9500 416.5 0.0508
COST 65536 2048 2 4 5.75 0.9500 820.5 0.3030
COST 65536 2048 2 4 5.75 0.9880 135.5 0.2701
COST 65536 2048 2 4 5.75 0.9880 546.4 0.2309
COST 65536 2048 2 4 5.75 0.9960 110.6 0.0520
COST 65536 2048 2 4 5.75 0.9960 450.7 0.0633
COST 65536 2048 2 4 6.00 0.2670 2032.0 1.7390
COST 65536 2048 2 4 6.00 0.3930 1985.7 1.2671
COST 65536 2048 2 4 6.00 0.4400 1985.7 2.3732
COST 65536 2048 2 4 6.00 0.6060 1823.5 2.5327
COST 65536 2048 2 4 6.00 0.6770 1823.5 2.9062
COST 65536 2048 2 4 6.00 0.7080 1823.5 2.4885
COST 65536 2048 2 4 6.00 0.7770 1402.7 2.5674
COST 65536 2048 2 4 6.00 0.7830 1402.7 3.1344
COST 65536 2048 2 4 6.00 0.8440 820.5 1.2018
COST 65536 2048 2 4 6.00 0.8500 208.6 0.0644
COST 65536 2048 2 4 6.00 0.8500 416.5 0.2567
COST 65536 2048 2 4 6.00 0.8500 820.5 1.2363
COST 65536 2048 2 4 6.00 0.8690 1402.7 1.9388
COST 65536 2048 2 4 6.00 0.8750 1402.7 2.2454
COST 65536 2048 2 4 6.00 0.9430 820.5 0.2132
COST 65536 2048 2 4 6.00 0.9500 208.6 0.0494
COST 65536 2048 2 4 6.00 0.9500 416.5 0.0606
COST 65536 2048 2 4 6.00 0.9500 820.5 0.2248
COST 65536 2048 2 4 6.00 0.9880 135.5 0.1723
COST 65536 2048 2 4 6.00 0.9880 546.4 0.1900
COST 65536 2048 2 4 6.00 0.9960 110.6 0.0630
COST 65536 2048 2 4 6.00 0.9960 450.7 0.0577
COST 65536 2048 2 4 6.00 0.9970 69.4 0.0859
COST 65536 2048 2 4 6.00 0.9970 280.4 0.2686
COST 65536 2048 2 4 6.00 0.9980 35.3 0.2274
COST 65536 2048 2 4 6.00 0.9980 141.5 0.3356
COST 65536 2048 2 4 6.00 0.9990 28.3 0.1882
COST 65536 2048 2 4 6.00 0.9990 55.9 0.5493
COST 65536 2048 2 4 6.00 0.9990 114.0 0.1991
COST 65536 2048 2 4 6.00 0.9990 227.1 0.1974
COST 65536 2048 2 4 6.50 0.2670 2032.0 2.3953
COST 65536 2048 2 4 6.50 0.3930 1985.7 2.2884
COST 65536 2048 2 4 6.50 0.4400 1985.7 2.9393
COST 65536 2048 2 4 6.50 0.6060 1823.5 2.4422
COST 65536 2048 2 4 6.50 0.6770 1823.5 2.3943
COST 65536 2048 2 4 6.50 0.7080 1823.5 2.2306
COST 65536 2048 2 4 6.50 0.7770 1402.7 2.7959
COST 65536 2048 2 4 6.50 0.7830 1402.7 3.1229
COST 65536 2048 2 4 6.50 0.8440 820.5 0.2969
COST 65536 2048 2 4 6.50 0.8500 208.6 0.0549
COST 65536 2048 2 4 6.50 0.8500 416.5 0.0768
COST 65536 2048 2 4 6.50 0.8500 820.5 0.3184
COST 65536 2048 2 4 6.50 0.8690 1402.7 0.6590
COST 65536 2048 2 4 6.50 0.8750 1402.7 0.6663
COST 65536 2048 2 4 6.50 0.9430 820.5 0.0648
COST 65536 2048 2 4 6.50 0.9500 208.6 0.0524
COST 65536 2048 2 4 6.50 0.9500 416.5 0.0388
COST 65536 2048 2 4 6.50 0.9500 820.5 0.0798
COST 65536 2048 2 4 6.50 0.9880 135.5 0.0737
COST 65536 2048 2 4 6.50 0.9880 546.4 0.1059
COST 65536 2048 2 4 6.50 0.9960 110.6 0.0697
COST 65536 2048 2 4 6.50 0.9960 450.7 0.0572
COST 65536 2048 2 4 6.50 0.9970 69.4 0.1794
COST 65536 2048 2 4 6.50 0.9970 280.4 0.2228
COST 65536 2048 2 4 6.50 0.9980 35.3 0.0797
COST 65536 2048 2 4 6.50 0.9980 141.5 0.3207
COST 65536 2048 2 4 6.50 0.9990 28.3 0.4154
COST 65536 2048 2 4 6.50 0.9990 55.9 0.1767
COST 65536 2048 2 4 6.50 0.9990 114.0 0.1237
COST 65536 2048 2 4 6.50 0.9990 227.1 0.2928
COST 65536 2048 2 8 5.00 0.2670 2032.0 0.7961
COST 65536 2048 2 8 5.00 0.3930 1985.7 0.9487
COST 65536 2048 2 8 5.00 0.4400 1985.7 0.9927
COST 65536 2048 2 8 5.00 0.6060 1823.5 1.4552
COST 65536 2048 2 8 5.00 0.6770 1823.5 1.3081
COST 65536 2048 2 8 5.00 0.7080 1823.5 1.4917
COST 65536 2048 2 8 5.00 0.7770 1402.7 0.7152
COST 65536 2048 2 8 5.00 0.7830 1402.7 1.5402
COST 65536 2048 2 8 5.00 0.8440 820.5 1.2406
COST 65536 2048 2 8 5.00 0.8500 208.6 1.5365
COST 65536 2048 2 8 5.00 0.8500 416.5 1.6027
COST 65536 2048 2 8 5.00 0.8500 820.5 1.8500
COST 65536 2048 2 8 5.00 0.8690 1402.7 1.0003
COST 65536 2048 2 8 5.00 0.8750 1402.7 1.7822
COST 65536 2048 2 8 5.00 0.9430 820.5 0.4646
COST 65536 2048 2 8 5.00 0.9500 208.6 0.1336
COST 65536 2048 2 8 5.00 0.9500 416.5 0.2487
COST 65536 2048 2 8 5.00 0.9500 820.5 0.5594
COST 65536 2048 2 8 5.00 0.9880 135.5 0.1910
COST 65536 2048 2 8 5.00 0.9880 546.4 0.1735
COST 65536 2048 2 8 5.00 0.9960 110.6 0.0669
COST 65536 2048 2 8 5.00 0.9960 450.7 0.0760
COST 65536 2048 2 8 5.00 0.9970 69.4 0.2337
COST 65536 2048 2 8 5.00 0.9970 280.4 0.1397
COST 65536 2048 2 8 5.00 0.9980 35.3 0.1046
COST 65536 2048 2 8 5.00 0.9980 141.5 0.1763
COST 65536 2048 2 8 5.00 0.9990 28.3 0.0829
COST 65536 2048 2 8 5.00 0.9990 55.9 0.4542
COST 65536 2048 2 8 5.00 0.9990 114.0 0.2822
COST 65536 2048 2 8 5.00 0.9990 227.1 0.0841
COST 65536 2048 2 8 5.50 0.2670 2032.0 1.3518
COST 65536 2048 2 8 5.50 0.3930 1985.7 1.2262
COST 65536 2048 2 8 5.50 0.4400 1985.7 1.6663
COST 65536 2048 2 8 5.50 0.6060 1823.5 1.7714
COST 65536 2048 2 8 5.50 0.6770 1823.5 2.7139
COST 65536 2048 2 8 5.50 0.7080 1823.5 2.2865
COST 65536 2048 2 8 5.50 0.7770 1402.7 1.3618
COST 65536 2048 2 8 5.50 0.7830 1402.7 2.9899
COST 65536 2048 2 8 5.50 0.8440 820.5 1.4016
COST 65536 2048 2 8 5.50 0.8500 208.6 0.3254
COST 65536 2048 2 8 5.50 0.8500 416.5 0.7186
COST 65536 2048 2 8 5.50 0.8500 820.5 1.1509
COST 65536 2048 2 8 5.50 0.8690 1402.7 0.8515
COST 65536 2048 2 8 5.50 0.8750 1402.7 1.1617
COST 65536 2048 2 8 5.50 0.9430 820.5 0.2804
COST 65536 2048 2 8 5.50 0.9500 208.6 0.0575
COST 65536 2048 2 8 5.50 0.9500 416.5 0.0551
COST 65536 2048 2 8 5.50 0.9500 820.5 0.2416
COST 65536 2048 2 8 5.50 0.9880 135.5 0.0622
COST 65536 2048 2 8 5.50 0.9880 546.4 0.0916
COST 65536 2048 2 8 5.50 0.9960 110.6 0.0532
