# matchedfilter COST table -- RELATIVE cost per configuration, measured
#
# cpu     AMD RYZEN AI MAX+ 395 w/ Radeon 8060S
# commit  398fa6f
#
# Cost RELATIVE to a pivot configuration at the same transform length, not
# microseconds. Absolute time is a property of machine, load and reference
# together; the ratio is a property of the configuration, which is the only
# thing selection needs.
#
# Measured by holding ONE reference fixed and timing every configuration on
# it, cycling rather than running each to completion, and dividing by a pivot
# measured in the same loop. Clock and turbo state, contention, cache
# temperature and the machine cancel in the ratio -- which is also what makes
# it safe to measure these in parallel on every core.
#
# Ranks configurations; do not read them as predictions of runtime.
#
# Regenerate for your own CPU:
#   python tools/hmf_tune.py --retune-cost --out mycost.txt
#   export MF_COST=$PWD/mycost.txt
#
# Baseline measurements retained during gate-model migration; see docs/gate-model.md.
# COST n band U K snr f beff relative_cost
COST 16384 256 2 4 5.00 0.9500 50.6 0.1218
COST 16384 256 2 4 5.00 0.9500 103.0 0.4383
COST 16384 256 2 4 5.50 0.1440 255.5 1.4247
COST 16384 256 2 4 5.50 0.2270 254.0 0.5332
COST 16384 256 2 4 5.50 0.2530 254.0 1.7734
COST 16384 256 2 4 5.50 0.3930 248.2 1.9506
COST 16384 256 2 4 5.50 0.4400 248.2 2.0699
COST 16384 256 2 4 5.50 0.4590 248.2 2.8290
COST 16384 256 2 4 5.50 0.6010 228.0 1.7669
COST 16384 256 2 4 5.50 0.6060 228.0 1.7157
COST 16384 256 2 4 5.50 0.6720 228.0 1.8593
COST 16384 256 2 4 5.50 0.6770 228.0 2.0850
COST 16384 256 2 4 5.50 0.7770 175.6 1.3901
COST 16384 256 2 4 5.50 0.7830 175.6 1.7851
COST 16384 256 2 4 5.50 0.8450 99.4 0.5643
COST 16384 256 2 4 5.50 0.8500 25.6 0.1163
COST 16384 256 2 4 5.50 0.8500 50.6 0.1501
COST 16384 256 2 4 5.50 0.8500 103.0 0.3372
COST 16384 256 2 4 5.50 0.8680 175.6 1.1050
COST 16384 256 2 4 5.50 0.8750 175.6 0.8718
COST 16384 256 2 4 5.50 0.9440 99.4 0.1232
COST 16384 256 2 4 5.50 0.9500 25.6 0.0313
COST 16384 256 2 4 5.50 0.9500 50.6 0.0279
COST 16384 256 2 4 5.50 0.9500 103.0 0.1006
COST 16384 256 2 4 5.75 0.1440 255.5 1.7523
COST 16384 256 2 4 5.75 0.2270 254.0 3.0153
COST 16384 256 2 4 5.75 0.2530 254.0 1.7227
COST 16384 256 2 4 5.75 0.3930 248.2 2.2309
COST 16384 256 2 4 5.75 0.4400 248.2 2.0438
COST 16384 256 2 4 5.75 0.4590 248.2 2.0356
COST 16384 256 2 4 5.75 0.6010 228.0 2.1549
COST 16384 256 2 4 5.75 0.6060 228.0 1.0270
COST 16384 256 2 4 5.75 0.6720 228.0 0.8367
COST 16384 256 2 4 5.75 0.6770 228.0 0.9907
COST 16384 256 2 4 5.75 0.7770 175.6 0.8800
COST 16384 256 2 4 5.75 0.7830 175.6 1.4930
COST 16384 256 2 4 5.75 0.8450 99.4 0.2709
COST 16384 256 2 4 5.75 0.8500 25.6 0.0670
COST 16384 256 2 4 5.75 0.8500 50.6 0.0607
COST 16384 256 2 4 5.75 0.8500 103.0 0.1789
COST 16384 256 2 4 5.75 0.8680 175.6 0.7131
COST 16384 256 2 4 5.75 0.8750 175.6 1.3607
COST 16384 256 2 4 5.75 0.9440 99.4 0.0516
COST 16384 256 2 4 5.75 0.9500 25.6 0.0340
COST 16384 256 2 4 5.75 0.9500 50.6 0.0285
COST 16384 256 2 4 5.75 0.9500 103.0 0.0532
COST 16384 256 2 4 6.00 0.1440 255.5 2.2325
COST 16384 256 2 4 6.00 0.2270 254.0 1.6011
COST 16384 256 2 4 6.00 0.2530 254.0 2.0491
COST 16384 256 2 4 6.00 0.3930 248.2 3.1550
COST 16384 256 2 4 6.00 0.4400 248.2 2.3347
COST 16384 256 2 4 6.00 0.4590 248.2 4.0088
COST 16384 256 2 4 6.00 0.6010 228.0 3.7501
COST 16384 256 2 4 6.00 0.6060 228.0 2.1072
COST 16384 256 2 4 6.00 0.6720 228.0 2.2605
COST 16384 256 2 4 6.00 0.6770 228.0 1.1557
COST 16384 256 2 4 6.00 0.7770 175.6 1.3181
COST 16384 256 2 4 6.00 0.7830 175.6 1.2178
COST 16384 256 2 4 6.00 0.8450 99.4 0.1672
COST 16384 256 2 4 6.00 0.8500 25.6 0.0525
COST 16384 256 2 4 6.00 0.8500 50.6 0.0944
COST 16384 256 2 4 6.00 0.8500 103.0 0.1567
COST 16384 256 2 4 6.00 0.8680 175.6 0.4439
COST 16384 256 2 4 6.00 0.8750 175.6 0.3859
COST 16384 256 2 4 6.00 0.9440 99.4 0.0317
COST 16384 256 2 4 6.00 0.9500 25.6 0.0302
COST 16384 256 2 4 6.00 0.9500 50.6 0.0326
COST 16384 256 2 4 6.00 0.9500 103.0 0.0379
COST 16384 256 2 4 6.50 0.1440 255.5 2.3119
COST 16384 256 2 4 6.50 0.2270 254.0 2.1050
COST 16384 256 2 4 6.50 0.2530 254.0 1.9057
COST 16384 256 2 4 6.50 0.3930 248.2 2.1920
COST 16384 256 2 4 6.50 0.4400 248.2 2.1475
COST 16384 256 2 4 6.50 0.4590 248.2 1.4981
COST 16384 256 2 4 6.50 0.6010 228.0 2.3811
COST 16384 256 2 4 6.50 0.6060 228.0 1.7849
COST 16384 256 2 4 6.50 0.6720 228.0 2.2577
COST 16384 256 2 4 6.50 0.6770 228.0 2.0867
COST 16384 256 2 4 6.50 0.7770 175.6 0.4764
COST 16384 256 2 4 6.50 0.7830 175.6 0.4096
COST 16384 256 2 4 6.50 0.8450 99.4 0.0505
COST 16384 256 2 4 6.50 0.8500 25.6 0.0171
COST 16384 256 2 4 6.50 0.8500 50.6 0.0330
COST 16384 256 2 4 6.50 0.8500 103.0 0.0548
COST 16384 256 2 4 6.50 0.8680 175.6 0.1316
COST 16384 256 2 4 6.50 0.8750 175.6 0.1299
COST 16384 256 2 4 6.50 0.9440 99.4 0.1137
COST 16384 256 2 4 6.50 0.9500 25.6 0.0174
COST 16384 256 2 4 6.50 0.9500 50.6 0.0391
COST 16384 256 2 4 6.50 0.9500 103.0 0.0225
COST 16384 256 2 8 5.00 0.1440 255.5 1.4918
COST 16384 256 2 8 5.00 0.2270 254.0 1.0414
COST 16384 256 2 8 5.00 0.2530 254.0 1.1066
COST 16384 256 2 8 5.00 0.3930 248.2 1.4372
COST 16384 256 2 8 5.00 0.4400 248.2 1.6454
COST 16384 256 2 8 5.00 0.4590 248.2 1.8736
COST 16384 256 2 8 5.00 0.6010 228.0 1.0833
COST 16384 256 2 8 5.00 0.6060 228.0 1.5703
COST 16384 256 2 8 5.00 0.6720 228.0 1.6482
COST 16384 256 2 8 5.00 0.6770 228.0 1.6835
COST 16384 256 2 8 5.00 0.7770 175.6 1.4106
COST 16384 256 2 8 5.00 0.7830 175.6 0.8572
COST 16384 256 2 8 5.00 0.8450 99.4 0.5751
COST 16384 256 2 8 5.00 0.8500 25.6 0.1943
COST 16384 256 2 8 5.00 0.8500 50.6 0.3205
COST 16384 256 2 8 5.00 0.8500 103.0 0.2915
COST 16384 256 2 8 5.00 0.8680 175.6 0.4711
COST 16384 256 2 8 5.00 0.8750 175.6 0.4907
COST 16384 256 2 8 5.00 0.9440 99.4 0.0887
COST 16384 256 2 8 5.00 0.9500 25.6 0.0707
COST 16384 256 2 8 5.00 0.9500 50.6 0.0903
COST 16384 256 2 8 5.00 0.9500 103.0 0.0789
COST 16384 256 2 8 5.50 0.1440 255.5 1.2616
COST 16384 256 2 8 5.50 0.2270 254.0 0.5381
COST 16384 256 2 8 5.50 0.2530 254.0 2.0332
COST 16384 256 2 8 5.50 0.3930 248.2 2.3093
COST 16384 256 2 8 5.50 0.4400 248.2 2.0065
COST 16384 256 2 8 5.50 0.4590 248.2 2.8117
COST 16384 256 2 8 5.50 0.6010 228.0 1.8535
COST 16384 256 2 8 5.50 0.6060 228.0 2.0068
COST 16384 256 2 8 5.50 0.6720 228.0 1.6969
COST 16384 256 2 8 5.50 0.6770 228.0 1.8889
COST 16384 256 2 8 5.50 0.7770 175.6 0.5208
COST 16384 256 2 8 5.50 0.7830 175.6 0.5695
COST 16384 256 2 8 5.50 0.8450 99.4 0.1768
COST 16384 256 2 8 5.50 0.8500 25.6 0.1149
COST 16384 256 2 8 5.50 0.8500 50.6 0.1491
COST 16384 256 2 8 5.50 0.8500 103.0 0.1098
COST 16384 256 2 8 5.50 0.8680 175.6 0.1645
COST 16384 256 2 8 5.50 0.8750 175.6 0.1569
COST 16384 256 2 8 5.50 0.9440 99.4 0.0399
COST 16384 256 2 8 5.50 0.9500 25.6 0.0307
COST 16384 256 2 8 5.50 0.9500 50.6 0.0311
COST 16384 256 2 8 5.50 0.9500 103.0 0.0335
COST 16384 256 2 8 5.75 0.1440 255.5 1.7318
COST 16384 256 2 8 5.75 0.2270 254.0 3.0152
COST 16384 256 2 8 5.75 0.2530 254.0 1.5369
COST 16384 256 2 8 5.75 0.3930 248.2 2.1397
COST 16384 256 2 8 5.75 0.4400 248.2 4.0844
COST 16384 256 2 8 5.75 0.4590 248.2 1.9303
COST 16384 256 2 8 5.75 0.6010 228.0 1.9770
COST 16384 256 2 8 5.75 0.6060 228.0 1.1500
COST 16384 256 2 8 5.75 0.6720 228.0 0.7686
COST 16384 256 2 8 5.75 0.6770 228.0 0.9931
COST 16384 256 2 8 5.75 0.7770 175.6 0.1758
COST 16384 256 2 8 5.75 0.7830 175.6 0.4269
COST 16384 256 2 8 5.75 0.8450 99.4 0.0897
COST 16384 256 2 8 5.75 0.8500 25.6 0.0657
COST 16384 256 2 8 5.75 0.8500 50.6 0.0502
COST 16384 256 2 8 5.75 0.8500 103.0 0.0465
COST 16384 256 2 8 5.75 0.8680 175.6 0.1219
COST 16384 256 2 8 5.75 0.8750 175.6 0.0949
COST 16384 256 2 8 5.75 0.9440 99.4 0.0286
COST 16384 256 2 8 5.75 0.9500 25.6 0.0418
COST 16384 256 2 8 5.75 0.9500 50.6 0.0284
COST 16384 256 2 8 5.75 0.9500 103.0 0.0301
COST 16384 256 2 8 6.00 0.1440 255.5 2.9307
COST 16384 256 2 8 6.00 0.2270 254.0 1.5059
COST 16384 256 2 8 6.00 0.2530 254.0 1.9210
COST 16384 256 2 8 6.00 0.3930 248.2 4.6329
COST 16384 256 2 8 6.00 0.4400 248.2 2.1100
COST 16384 256 2 8 6.00 0.4590 248.2 2.6893
COST 16384 256 2 8 6.00 0.6010 228.0 3.7953
COST 16384 256 2 8 6.00 0.6060 228.0 2.0860
COST 16384 256 2 8 6.00 0.6720 228.0 1.2653
COST 16384 256 2 8 6.00 0.6770 228.0 0.6041
COST 16384 256 2 8 6.00 0.7770 175.6 0.1978
COST 16384 256 2 8 6.00 0.7830 175.6 0.1838
COST 16384 256 2 8 6.00 0.8450 99.4 0.0549
COST 16384 256 2 8 6.00 0.8500 25.6 0.0321
COST 16384 256 2 8 6.00 0.8500 50.6 0.0378
COST 16384 256 2 8 6.00 0.8500 103.0 0.0544
COST 16384 256 2 8 6.00 0.8680 175.6 0.1400
COST 16384 256 2 8 6.00 0.8750 175.6 0.0422
COST 16384 256 2 8 6.00 0.9440 99.4 0.0260
COST 16384 256 2 8 6.00 0.9500 25.6 0.0299
COST 16384 256 2 8 6.00 0.9500 50.6 0.0311
COST 16384 256 2 8 6.00 0.9500 103.0 0.0341
COST 16384 256 2 8 6.50 0.1440 255.5 2.4550
COST 16384 256 2 8 6.50 0.2270 254.0 1.9437
COST 16384 256 2 8 6.50 0.2530 254.0 1.9046
COST 16384 256 2 8 6.50 0.3930 248.2 1.8505
COST 16384 256 2 8 6.50 0.4400 248.2 1.9887
COST 16384 256 2 8 6.50 0.4590 248.2 1.5187
COST 16384 256 2 8 6.50 0.6010 228.0 1.3356
COST 16384 256 2 8 6.50 0.6060 228.0 1.3021
COST 16384 256 2 8 6.50 0.6720 228.0 0.4506
COST 16384 256 2 8 6.50 0.6770 228.0 0.4586
COST 16384 256 2 8 6.50 0.7770 175.6 0.1017
COST 16384 256 2 8 6.50 0.7830 175.6 0.0969
COST 16384 256 2 8 6.50 0.8450 99.4 0.0293
COST 16384 256 2 8 6.50 0.8500 25.6 0.0169
COST 16384 256 2 8 6.50 0.8500 50.6 0.0303
COST 16384 256 2 8 6.50 0.8500 103.0 0.0323
COST 16384 256 2 8 6.50 0.8680 175.6 0.0405
COST 16384 256 2 8 6.50 0.8750 175.6 0.0414
COST 16384 256 2 8 6.50 0.9440 99.4 0.0301
COST 16384 256 2 8 6.50 0.9500 25.6 0.0159
COST 16384 256 2 8 6.50 0.9500 50.6 0.0390
COST 16384 256 2 8 6.50 0.9500 103.0 0.0237
COST 16384 512 2 4 5.00 0.2670 508.0 1.1638
COST 16384 512 2 4 5.00 0.3930 496.4 1.0903
COST 16384 512 2 4 5.00 0.4400 496.4 1.0724
COST 16384 512 2 4 5.00 0.6060 455.9 2.9686
COST 16384 512 2 4 5.00 0.6770 455.9 1.9366
COST 16384 512 2 4 5.00 0.7080 455.9 1.8847
COST 16384 512 2 4 5.00 0.7770 350.9 0.9097
COST 16384 512 2 4 5.00 0.7830 350.9 1.8277
COST 16384 512 2 4 5.00 0.8440 205.5 1.9345
COST 16384 512 2 4 5.00 0.8500 50.6 0.3976
COST 16384 512 2 4 5.00 0.8500 100.6 0.7066
COST 16384 512 2 4 5.00 0.8500 205.5 1.0878
COST 16384 512 2 4 5.00 0.8690 350.9 1.7624
COST 16384 512 2 4 5.00 0.8750 350.9 1.7675
COST 16384 512 2 4 5.00 0.9210 30.0 0.4836
COST 16384 512 2 4 5.00 0.9210 120.6 0.4979
COST 16384 512 2 4 5.00 0.9430 205.5 0.6524
COST 16384 512 2 4 5.00 0.9500 50.6 0.1210
COST 16384 512 2 4 5.00 0.9500 100.6 0.2296
COST 16384 512 2 4 5.00 0.9500 205.5 0.6470
COST 16384 512 2 4 5.00 0.9740 26.9 0.1416
COST 16384 512 2 4 5.00 0.9740 108.2 0.1864
COST 16384 512 2 4 5.50 0.2670 508.0 1.1196
COST 16384 512 2 4 5.50 0.3930 496.4 0.8776
COST 16384 512 2 4 5.50 0.4400 496.4 1.8742
COST 16384 512 2 4 5.50 0.6060 455.9 2.0765
COST 16384 512 2 4 5.50 0.6770 455.9 2.9204
COST 16384 512 2 4 5.50 0.7080 455.9 2.7077
COST 16384 512 2 4 5.50 0.7770 350.9 1.9461
COST 16384 512 2 4 5.50 0.7830 350.9 2.4890
COST 16384 512 2 4 5.50 0.8440 205.5 0.7969
COST 16384 512 2 4 5.50 0.8500 50.6 0.1775
COST 16384 512 2 4 5.50 0.8500 100.6 0.3241
COST 16384 512 2 4 5.50 0.8500 205.5 1.0302
COST 16384 512 2 4 5.50 0.8690 350.9 1.6114
COST 16384 512 2 4 5.50 0.8750 350.9 1.7325
COST 16384 512 2 4 5.50 0.9210 30.0 0.2003
COST 16384 512 2 4 5.50 0.9210 120.6 0.3073
COST 16384 512 2 4 5.50 0.9430 205.5 0.1954
COST 16384 512 2 4 5.50 0.9500 50.6 0.0579
COST 16384 512 2 4 5.50 0.9500 100.6 0.0869
COST 16384 512 2 4 5.50 0.9500 205.5 0.1829
COST 16384 512 2 4 5.50 0.9740 26.9 0.0567
COST 16384 512 2 4 5.50 0.9740 108.2 0.0638
COST 16384 512 2 4 5.75 0.2670 508.0 1.8236
COST 16384 512 2 4 5.75 0.3930 496.4 1.4729
COST 16384 512 2 4 5.75 0.4400 496.4 1.3616
COST 16384 512 2 4 5.75 0.6060 455.9 2.0306
COST 16384 512 2 4 5.75 0.6770 455.9 3.2272
COST 16384 512 2 4 5.75 0.7080 455.9 2.1474
COST 16384 512 2 4 5.75 0.7770 350.9 3.0539
COST 16384 512 2 4 5.75 0.7830 350.9 0.9764
COST 16384 512 2 4 5.75 0.8440 205.5 0.2402
COST 16384 512 2 4 5.75 0.8500 50.6 0.0664
COST 16384 512 2 4 5.75 0.8500 100.6 0.1790
COST 16384 512 2 4 5.75 0.8500 205.5 0.4617
COST 16384 512 2 4 5.75 0.8690 350.9 0.8523
COST 16384 512 2 4 5.75 0.8750 350.9 0.5892
COST 16384 512 2 4 5.75 0.9210 30.0 0.1355
COST 16384 512 2 4 5.75 0.9210 120.6 0.1133
COST 16384 512 2 4 5.75 0.9430 205.5 0.1074
COST 16384 512 2 4 5.75 0.9500 50.6 0.0499
COST 16384 512 2 4 5.75 0.9500 100.6 0.0510
COST 16384 512 2 4 5.75 0.9500 205.5 0.2029
COST 16384 512 2 4 5.75 0.9740 26.9 0.0744
COST 16384 512 2 4 5.75 0.9740 108.2 0.0541
COST 16384 512 2 4 6.00 0.2670 508.0 1.8078
COST 16384 512 2 4 6.00 0.3930 496.4 1.4642
COST 16384 512 2 4 6.00 0.4400 496.4 2.2535
COST 16384 512 2 4 6.00 0.6060 455.9 2.2493
COST 16384 512 2 4 6.00 0.6770 455.9 2.2269
COST 16384 512 2 4 6.00 0.7080 455.9 2.6160
COST 16384 512 2 4 6.00 0.7770 350.9 1.7595
COST 16384 512 2 4 6.00 0.7830 350.9 1.7761
COST 16384 512 2 4 6.00 0.8440 205.5 0.3086
COST 16384 512 2 4 6.00 0.8500 50.6 0.0841
COST 16384 512 2 4 6.00 0.8500 100.6 0.0826
COST 16384 512 2 4 6.00 0.8500 205.5 0.2728
COST 16384 512 2 4 6.00 0.8690 350.9 0.6678
COST 16384 512 2 4 6.00 0.8750 350.9 0.3619
COST 16384 512 2 4 6.00 0.9210 30.0 0.1350
COST 16384 512 2 4 6.00 0.9210 120.6 0.0975
COST 16384 512 2 4 6.00 0.9430 205.5 0.0717
COST 16384 512 2 4 6.00 0.9500 50.6 0.0546
COST 16384 512 2 4 6.00 0.9500 100.6 0.0586
COST 16384 512 2 4 6.00 0.9500 205.5 0.0621
COST 16384 512 2 4 6.00 0.9740 26.9 0.0542
COST 16384 512 2 4 6.00 0.9740 108.2 0.0603
COST 16384 512 2 4 6.50 0.2670 508.0 3.7194
COST 16384 512 2 4 6.50 0.3930 496.4 2.1065
COST 16384 512 2 4 6.50 0.4400 496.4 1.9612
COST 16384 512 2 4 6.50 0.6060 455.9 2.2486
COST 16384 512 2 4 6.50 0.6770 455.9 2.0342
COST 16384 512 2 4 6.50 0.7080 455.9 1.4901
COST 16384 512 2 4 6.50 0.7770 350.9 0.9430
COST 16384 512 2 4 6.50 0.7830 350.9 0.7129
COST 16384 512 2 4 6.50 0.8440 205.5 0.1031
COST 16384 512 2 4 6.50 0.8500 50.6 0.0593
COST 16384 512 2 4 6.50 0.8500 100.6 0.0541
COST 16384 512 2 4 6.50 0.8500 205.5 0.0860
COST 16384 512 2 4 6.50 0.8690 350.9 0.1851
COST 16384 512 2 4 6.50 0.8750 350.9 0.1794
COST 16384 512 2 4 6.50 0.9210 30.0 0.0348
COST 16384 512 2 4 6.50 0.9210 120.6 0.0637
COST 16384 512 2 4 6.50 0.9430 205.5 0.0604
COST 16384 512 2 4 6.50 0.9500 50.6 0.0595
COST 16384 512 2 4 6.50 0.9500 100.6 0.0560
COST 16384 512 2 4 6.50 0.9500 205.5 0.0604
COST 16384 512 2 4 6.50 0.9740 26.9 0.0300
COST 16384 512 2 4 6.50 0.9740 108.2 0.0408
COST 16384 512 2 8 5.00 0.2670 508.0 1.2475
COST 16384 512 2 8 5.00 0.3930 496.4 0.9953
COST 16384 512 2 8 5.00 0.4400 496.4 1.1359
COST 16384 512 2 8 5.00 0.6060 455.9 2.2503
COST 16384 512 2 8 5.00 0.6770 455.9 1.6904
COST 16384 512 2 8 5.00 0.7080 455.9 1.9575
COST 16384 512 2 8 5.00 0.7770 350.9 1.0066
COST 16384 512 2 8 5.00 0.7830 350.9 1.7279
COST 16384 512 2 8 5.00 0.8440 205.5 1.1558
COST 16384 512 2 8 5.00 0.8500 50.6 0.3751
COST 16384 512 2 8 5.00 0.8500 100.6 0.5279
COST 16384 512 2 8 5.00 0.8500 205.5 0.5873
COST 16384 512 2 8 5.00 0.8690 350.9 0.8845
COST 16384 512 2 8 5.00 0.8750 350.9 0.8940
COST 16384 512 2 8 5.00 0.9210 30.0 0.1829
COST 16384 512 2 8 5.00 0.9210 120.6 0.1421
COST 16384 512 2 8 5.00 0.9430 205.5 0.1696
COST 16384 512 2 8 5.00 0.9500 50.6 0.1116
COST 16384 512 2 8 5.00 0.9500 100.6 0.0982
COST 16384 512 2 8 5.00 0.9500 205.5 0.1756
COST 16384 512 2 8 5.00 0.9740 26.9 0.0808
COST 16384 512 2 8 5.00 0.9740 108.2 0.0802
COST 16384 512 2 8 5.50 0.2670 508.0 1.4303
COST 16384 512 2 8 5.50 0.3930 496.4 0.6118
COST 16384 512 2 8 5.50 0.4400 496.4 3.5153
COST 16384 512 2 8 5.50 0.6060 455.9 2.2775
COST 16384 512 2 8 5.50 0.6770 455.9 2.8544
COST 16384 512 2 8 5.50 0.7080 455.9 2.7913
COST 16384 512 2 8 5.50 0.7770 350.9 1.1941
COST 16384 512 2 8 5.50 0.7830 350.9 1.0338
COST 16384 512 2 8 5.50 0.8440 205.5 0.2748
COST 16384 512 2 8 5.50 0.8500 50.6 0.1688
COST 16384 512 2 8 5.50 0.8500 100.6 0.2123
COST 16384 512 2 8 5.50 0.8500 205.5 0.2856
COST 16384 512 2 8 5.50 0.8690 350.9 0.2348
COST 16384 512 2 8 5.50 0.8750 350.9 0.2396
COST 16384 512 2 8 5.50 0.9210 30.0 0.1149
COST 16384 512 2 8 5.50 0.9210 120.6 0.0853
COST 16384 512 2 8 5.50 0.9430 205.5 0.0631
COST 16384 512 2 8 5.50 0.9500 50.6 0.0566
COST 16384 512 2 8 5.50 0.9500 100.6 0.0562
COST 16384 512 2 8 5.50 0.9500 205.5 0.0574
COST 16384 512 2 8 5.50 0.9740 26.9 0.0540
COST 16384 512 2 8 5.50 0.9740 108.2 0.0564
COST 16384 512 2 8 5.75 0.2670 508.0 1.8092
COST 16384 512 2 8 5.75 0.3930 496.4 3.1847
COST 16384 512 2 8 5.75 0.4400 496.4 1.8114
COST 16384 512 2 8 5.75 0.6060 455.9 1.9931
COST 16384 512 2 8 5.75 0.6770 455.9 1.9315
COST 16384 512 2 8 5.75 0.7080 455.9 1.8885
COST 16384 512 2 8 5.75 0.7770 350.9 1.0997
COST 16384 512 2 8 5.75 0.7830 350.9 0.3631
COST 16384 512 2 8 5.75 0.8440 205.5 0.1524
COST 16384 512 2 8 5.75 0.8500 50.6 0.0635
COST 16384 512 2 8 5.75 0.8500 100.6 0.0958
COST 16384 512 2 8 5.75 0.8500 205.5 0.1564
COST 16384 512 2 8 5.75 0.8690 350.9 0.1219
COST 16384 512 2 8 5.75 0.8750 350.9 0.0628
COST 16384 512 2 8 5.75 0.9210 30.0 0.0599
COST 16384 512 2 8 5.75 0.9210 120.6 0.0362
COST 16384 512 2 8 5.75 0.9430 205.5 0.0677
COST 16384 512 2 8 5.75 0.9500 50.6 0.0485
COST 16384 512 2 8 5.75 0.9500 100.6 0.0503
COST 16384 512 2 8 5.75 0.9500 205.5 0.1458
COST 16384 512 2 8 5.75 0.9740 26.9 0.0702
COST 16384 512 2 8 5.75 0.9740 108.2 0.0501
COST 16384 512 2 8 6.00 0.2670 508.0 2.0758
COST 16384 512 2 8 6.00 0.3930 496.4 1.7856
COST 16384 512 2 8 6.00 0.4400 496.4 2.3229
COST 16384 512 2 8 6.00 0.6060 455.9 2.2346
COST 16384 512 2 8 6.00 0.6770 455.9 1.8747
COST 16384 512 2 8 6.00 0.7080 455.9 2.0123
COST 16384 512 2 8 6.00 0.7770 350.9 0.3547
COST 16384 512 2 8 6.00 0.7830 350.9 0.3768
COST 16384 512 2 8 6.00 0.8440 205.5 0.0942
COST 16384 512 2 8 6.00 0.8500 50.6 0.0650
COST 16384 512 2 8 6.00 0.8500 100.6 0.0774
COST 16384 512 2 8 6.00 0.8500 205.5 0.0882
COST 16384 512 2 8 6.00 0.8690 350.9 0.0990
COST 16384 512 2 8 6.00 0.8750 350.9 0.0615
COST 16384 512 2 8 6.00 0.9210 30.0 0.0886
COST 16384 512 2 8 6.00 0.9210 120.6 0.0603
COST 16384 512 2 8 6.00 0.9430 205.5 0.0604
COST 16384 512 2 8 6.00 0.9500 50.6 0.0560
COST 16384 512 2 8 6.00 0.9500 100.6 0.0458
COST 16384 512 2 8 6.00 0.9500 205.5 0.0575
COST 16384 512 2 8 6.00 0.9740 26.9 0.0570
COST 16384 512 2 8 6.00 0.9740 108.2 0.0620
COST 16384 512 2 8 6.50 0.2670 508.0 2.5365
COST 16384 512 2 8 6.50 0.3930 496.4 1.9874
COST 16384 512 2 8 6.50 0.4400 496.4 1.9746
COST 16384 512 2 8 6.50 0.6060 455.9 1.8451
COST 16384 512 2 8 6.50 0.6770 455.9 0.8502
COST 16384 512 2 8 6.50 0.7080 455.9 0.3511
COST 16384 512 2 8 6.50 0.7770 350.9 0.1348
COST 16384 512 2 8 6.50 0.7830 350.9 0.1175
COST 16384 512 2 8 6.50 0.8440 205.5 0.0653
COST 16384 512 2 8 6.50 0.8500 50.6 0.0596
COST 16384 512 2 8 6.50 0.8500 100.6 0.0514
COST 16384 512 2 8 6.50 0.8500 205.5 0.0792
COST 16384 512 2 8 6.50 0.8690 350.9 0.0794
COST 16384 512 2 8 6.50 0.8750 350.9 0.1002
COST 16384 512 2 8 6.50 0.9210 30.0 0.0339
COST 16384 512 2 8 6.50 0.9210 120.6 0.0532
COST 16384 512 2 8 6.50 0.9430 205.5 0.0565
COST 16384 512 2 8 6.50 0.9500 50.6 0.0611
COST 16384 512 2 8 6.50 0.9500 100.6 0.0606
COST 16384 512 2 8 6.50 0.9500 205.5 0.0476
COST 16384 512 2 8 6.50 0.9740 26.9 0.0305
COST 16384 512 2 8 6.50 0.9740 108.2 0.0406
COST 16384 1024 2 4 5.00 0.4630 992.9 0.9964
COST 16384 1024 2 4 5.00 0.6060 911.8 1.1301
COST 16384 1024 2 4 5.00 0.6770 911.8 1.1795
COST 16384 1024 2 4 5.00 0.7830 701.5 2.0289
COST 16384 1024 2 4 5.00 0.8440 410.5 0.6092
COST 16384 1024 2 4 5.00 0.8500 100.6 0.6924
COST 16384 1024 2 4 5.00 0.8500 208.6 1.6417
COST 16384 1024 2 4 5.00 0.8500 410.5 1.7783
COST 16384 1024 2 4 5.00 0.8750 701.5 1.8418
COST 16384 1024 2 4 5.00 0.9150 701.5 2.0646
COST 16384 1024 2 4 5.00 0.9430 410.5 1.1105
COST 16384 1024 2 4 5.00 0.9500 100.6 0.1783
COST 16384 1024 2 4 5.00 0.9500 208.6 0.3038
COST 16384 1024 2 4 5.00 0.9500 410.5 1.2658
COST 16384 1024 2 4 5.00 0.9580 64.2 1.0768
COST 16384 1024 2 4 5.00 0.9580 259.3 1.2169
COST 16384 1024 2 4 5.00 0.9780 33.9 0.4253
COST 16384 1024 2 4 5.00 0.9780 135.9 0.3353
COST 16384 1024 2 4 5.00 0.9860 54.5 0.2148
COST 16384 1024 2 4 5.00 0.9860 221.3 0.3272
COST 16384 1024 2 4 5.00 0.9930 28.0 0.1717
COST 16384 1024 2 4 5.00 0.9930 112.4 0.1675
COST 16384 1024 2 4 5.50 0.4630 992.9 1.5118
COST 16384 1024 2 4 5.50 0.6060 911.8 0.6485
COST 16384 1024 2 4 5.50 0.6770 911.8 1.6801
COST 16384 1024 2 4 5.50 0.7830 701.5 1.7461
COST 16384 1024 2 4 5.50 0.8440 410.5 1.5333
COST 16384 1024 2 4 5.50 0.8500 100.6 0.2960
COST 16384 1024 2 4 5.50 0.8500 208.6 0.4337
COST 16384 1024 2 4 5.50 0.8500 410.5 2.7363
COST 16384 1024 2 4 5.50 0.8750 701.5 2.4356
