# matchedfilter GPU COST table -- budget-aware relative costs
# format cost-fd-pairs-v1
# device  AMD Radeon 8060S Graphics (RADV GFX1151)
# commit  b25d6a8
# Profiles: [-2.3333333333333335, -2.0, 'pycbc']; batch shapes: [(16, 256), (16, 1024)]
# Costs are warm public-API ratios to the widest band at the same batch shape.
# Accuracy is independent and uses the profile gate.
# U=2; taps K are metadata on this GPU, so K=4 and K=8 share costs.
# COST n band U K snr fd pairs f beff relative_cost
COST 4096 1024 2 8 5.00 0.0001 16384 0.988182 192.142 0.692908
COST 4096 2048 2 4 5.00 0.0001 16384 1.000000 196.759 1.000000
COST 4096 2048 2 8 5.00 0.0001 16384 1.000000 196.759 1.000000
COST 4096 256 2 4 5.00 0.0001 4096 0.883249 154.389 1.843365
COST 4096 256 2 8 5.00 0.0001 4096 0.883249 154.389 1.843365
COST 4096 512 2 4 5.00 0.0001 4096 0.958380 180.803 1.129883
COST 4096 512 2 8 5.00 0.0001 4096 0.958380 180.803 1.129883
COST 4096 1024 2 4 5.00 0.0001 4096 0.988182 192.142 0.812636
COST 4096 1024 2 8 5.00 0.0001 4096 0.988182 192.142 0.812636
COST 4096 2048 2 4 5.00 0.0001 4096 1.000000 196.759 1.000000
COST 4096 2048 2 8 5.00 0.0001 4096 1.000000 196.759 1.000000
COST 4096 256 2 4 5.00 0.0001 16384 0.787575 171.100 2.557996
COST 4096 256 2 8 5.00 0.0001 16384 0.787575 171.100 2.557996
COST 4096 512 2 4 5.00 0.0001 16384 0.930638 232.707 2.078649
COST 4096 512 2 8 5.00 0.0001 16384 0.930638 232.707 2.078649
COST 4096 1024 2 4 5.00 0.0001 16384 0.986999 261.191 1.002303
COST 4096 1024 2 8 5.00 0.0001 16384 0.986999 261.191 1.002303
COST 4096 2048 2 4 5.00 0.0001 16384 1.000000 268.093 1.000000
COST 4096 2048 2 8 5.00 0.0001 16384 1.000000 268.093 1.000000
COST 4096 256 2 4 5.00 0.0001 4096 0.787575 171.100 2.107733
COST 4096 256 2 8 5.00 0.0001 4096 0.787575 171.100 2.107733
COST 4096 512 2 4 5.00 0.0001 4096 0.930638 232.707 1.770309
COST 4096 512 2 8 5.00 0.0001 4096 0.930638 232.707 1.770309
COST 4096 1024 2 4 5.00 0.0001 4096 0.986999 261.191 1.035710
COST 4096 1024 2 8 5.00 0.0001 4096 0.986999 261.191 1.035710
COST 4096 2048 2 4 5.00 0.0001 4096 1.000000 268.093 1.000000
COST 4096 2048 2 8 5.00 0.0001 4096 1.000000 268.093 1.000000
COST 4096 256 2 4 5.00 0.001 16384 0.805405 170.469 2.092547
COST 4096 256 2 8 5.00 0.001 16384 0.805405 170.469 2.092547
COST 4096 512 2 4 5.00 0.001 16384 0.916625 217.578 1.295504
COST 4096 512 2 8 5.00 0.001 16384 0.916625 217.578 1.295504
COST 4096 1024 2 4 5.00 0.001 16384 0.972220 244.326 0.742974
COST 4096 1024 2 8 5.00 0.001 16384 0.972220 244.326 0.742974
COST 4096 2048 2 4 5.00 0.001 16384 1.000000 258.429 1.000000
COST 4096 2048 2 8 5.00 0.001 16384 1.000000 258.429 1.000000
COST 4096 256 2 4 5.00 0.001 4096 0.805405 170.469 1.949400
COST 4096 256 2 8 5.00 0.001 4096 0.805405 170.469 1.949400
COST 4096 512 2 4 5.00 0.001 4096 0.916625 217.578 1.326735
COST 4096 512 2 8 5.00 0.001 4096 0.916625 217.578 1.326735
COST 4096 1024 2 4 5.00 0.001 4096 0.972220 244.326 0.869335
COST 4096 1024 2 8 5.00 0.001 4096 0.972220 244.326 0.869335
COST 4096 2048 2 4 5.00 0.001 4096 1.000000 258.429 1.000000
COST 4096 2048 2 8 5.00 0.001 4096 1.000000 258.429 1.000000
COST 4096 256 2 4 5.00 0.001 16384 0.883249 154.389 1.562659
COST 4096 256 2 8 5.00 0.001 16384 0.883249 154.389 1.562659
COST 4096 512 2 4 5.00 0.001 16384 0.958380 180.803 0.714449
COST 4096 512 2 8 5.00 0.001 16384 0.958380 180.803 0.714449
COST 4096 1024 2 4 5.00 0.001 16384 0.988182 192.142 0.576333
COST 4096 1024 2 8 5.00 0.001 16384 0.988182 192.142 0.576333
COST 4096 2048 2 4 5.00 0.001 16384 1.000000 196.759 1.000000
COST 4096 2048 2 8 5.00 0.001 16384 1.000000 196.759 1.000000
COST 4096 256 2 4 5.00 0.001 4096 0.883249 154.389 1.417633
COST 4096 256 2 8 5.00 0.001 4096 0.883249 154.389 1.417633
COST 4096 512 2 4 5.00 0.001 4096 0.958380 180.803 0.805392
COST 4096 512 2 8 5.00 0.001 4096 0.958380 180.803 0.805392
COST 4096 1024 2 4 5.00 0.001 4096 0.988182 192.142 0.731024
COST 4096 1024 2 8 5.00 0.001 4096 0.988182 192.142 0.731024
COST 4096 2048 2 4 5.00 0.001 4096 1.000000 196.759 1.000000
COST 4096 2048 2 8 5.00 0.001 4096 1.000000 196.759 1.000000
COST 4096 256 2 4 5.00 0.001 16384 0.787575 171.100 2.892665
COST 4096 256 2 8 5.00 0.001 16384 0.787575 171.100 2.892665
COST 4096 512 2 4 5.00 0.001 16384 0.930638 232.707 1.273401
COST 4096 512 2 8 5.00 0.001 16384 0.930638 232.707 1.273401
COST 4096 1024 2 4 5.00 0.001 16384 0.986999 261.191 0.717886
COST 4096 1024 2 8 5.00 0.001 16384 0.986999 261.191 0.717886
COST 4096 2048 2 4 5.00 0.001 16384 1.000000 268.093 1.000000
COST 4096 2048 2 8 5.00 0.001 16384 1.000000 268.093 1.000000
COST 4096 256 2 4 5.00 0.001 4096 0.787575 171.100 2.079690
COST 4096 256 2 8 5.00 0.001 4096 0.787575 171.100 2.079690
COST 4096 512 2 4 5.00 0.001 4096 0.930638 232.707 1.251451
COST 4096 512 2 8 5.00 0.001 4096 0.930638 232.707 1.251451
COST 4096 1024 2 4 5.00 0.001 4096 0.986999 261.191 0.834125
COST 4096 1024 2 8 5.00 0.001 4096 0.986999 261.191 0.834125
COST 4096 2048 2 4 5.00 0.001 4096 1.000000 268.093 1.000000
COST 4096 2048 2 8 5.00 0.001 4096 1.000000 268.093 1.000000
COST 4096 256 2 4 5.00 0.01 16384 0.805405 170.469 1.416764
COST 4096 256 2 8 5.00 0.01 16384 0.805405 170.469 1.416764
COST 4096 512 2 4 5.00 0.01 16384 0.916625 217.578 0.766828
COST 4096 512 2 8 5.00 0.01 16384 0.916625 217.578 0.766828
COST 4096 1024 2 4 5.00 0.01 16384 0.972220 244.326 0.605664
COST 4096 1024 2 8 5.00 0.01 16384 0.972220 244.326 0.605664
COST 4096 2048 2 4 5.00 0.01 16384 1.000000 258.429 1.000000
COST 4096 2048 2 8 5.00 0.01 16384 1.000000 258.429 1.000000
COST 4096 256 2 4 5.00 0.01 4096 0.805405 170.469 1.363354
COST 4096 256 2 8 5.00 0.01 4096 0.805405 170.469 1.363354
COST 4096 512 2 4 5.00 0.01 4096 0.916625 217.578 0.892554
COST 4096 512 2 8 5.00 0.01 4096 0.916625 217.578 0.892554
COST 4096 1024 2 4 5.00 0.01 4096 0.972220 244.326 0.752165
COST 4096 1024 2 8 5.00 0.01 4096 0.972220 244.326 0.752165
COST 4096 2048 2 4 5.00 0.01 4096 1.000000 258.429 1.000000
COST 4096 2048 2 8 5.00 0.01 4096 1.000000 258.429 1.000000
COST 4096 256 2 4 5.00 0.01 16384 0.883249 154.389 0.700568
COST 4096 256 2 8 5.00 0.01 16384 0.883249 154.389 0.700568
COST 4096 512 2 4 5.00 0.01 16384 0.958380 180.803 0.459691
COST 4096 512 2 8 5.00 0.01 16384 0.958380 180.803 0.459691
COST 4096 1024 2 4 5.00 0.01 16384 0.988182 192.142 0.506121
COST 4096 1024 2 8 5.00 0.01 16384 0.988182 192.142 0.506121
COST 4096 2048 2 4 5.00 0.01 16384 1.000000 196.759 1.000000
COST 4096 2048 2 8 5.00 0.01 16384 1.000000 196.759 1.000000
COST 4096 256 2 4 5.00 0.01 4096 0.883249 154.389 0.855773
COST 4096 256 2 8 5.00 0.01 4096 0.883249 154.389 0.855773
COST 4096 512 2 4 5.00 0.01 4096 0.958380 180.803 0.714743
COST 4096 512 2 8 5.00 0.01 4096 0.958380 180.803 0.714743
COST 4096 1024 2 4 5.00 0.01 4096 0.988182 192.142 0.690862
COST 4096 1024 2 8 5.00 0.01 4096 0.988182 192.142 0.690862
COST 4096 2048 2 4 5.00 0.01 4096 1.000000 196.759 1.000000
COST 4096 2048 2 8 5.00 0.01 4096 1.000000 196.759 1.000000
COST 4096 256 2 4 5.00 0.01 16384 0.787575 171.100 1.613597
COST 4096 256 2 8 5.00 0.01 16384 0.787575 171.100 1.613597
COST 4096 512 2 4 5.00 0.01 16384 0.930638 232.707 0.674201
COST 4096 512 2 8 5.00 0.01 16384 0.930638 232.707 0.674201
COST 4096 1024 2 4 5.00 0.01 16384 0.986999 261.191 0.550309
COST 4096 1024 2 8 5.00 0.01 16384 0.986999 261.191 0.550309
COST 4096 2048 2 4 5.00 0.01 16384 1.000000 268.093 1.000000
COST 4096 2048 2 8 5.00 0.01 16384 1.000000 268.093 1.000000
COST 4096 256 2 4 5.00 0.01 4096 0.787575 171.100 1.462744
COST 4096 256 2 8 5.00 0.01 4096 0.787575 171.100 1.462744
COST 4096 512 2 4 5.00 0.01 4096 0.930638 232.707 0.793226
COST 4096 512 2 8 5.00 0.01 4096 0.930638 232.707 0.793226
COST 4096 1024 2 4 5.00 0.01 4096 0.986999 261.191 0.704738
COST 4096 1024 2 8 5.00 0.01 4096 0.986999 261.191 0.704738
COST 4096 2048 2 4 5.00 0.01 4096 1.000000 268.093 1.000000
COST 4096 2048 2 8 5.00 0.01 4096 1.000000 268.093 1.000000
COST 4096 256 2 4 5.50 0.0001 16384 0.805405 170.469 2.294524
COST 4096 256 2 8 5.50 0.0001 16384 0.805405 170.469 2.294524
COST 4096 512 2 4 5.50 0.0001 16384 0.916625 217.578 1.179574
COST 4096 512 2 8 5.50 0.0001 16384 0.916625 217.578 1.179574
COST 4096 1024 2 4 5.50 0.0001 16384 0.972220 244.326 0.631298
COST 4096 1024 2 8 5.50 0.0001 16384 0.972220 244.326 0.631298
COST 4096 2048 2 4 5.50 0.0001 16384 1.000000 258.429 1.000000
COST 4096 2048 2 8 5.50 0.0001 16384 1.000000 258.429 1.000000
COST 4096 256 2 4 5.50 0.0001 4096 0.805405 170.469 2.047125
COST 4096 256 2 8 5.50 0.0001 4096 0.805405 170.469 2.047125
COST 4096 512 2 4 5.50 0.0001 4096 0.916625 217.578 1.196463
COST 4096 512 2 8 5.50 0.0001 4096 0.916625 217.578 1.196463
COST 4096 1024 2 4 5.50 0.0001 4096 0.972220 244.326 0.800416
COST 4096 1024 2 8 5.50 0.0001 4096 0.972220 244.326 0.800416
COST 4096 2048 2 4 5.50 0.0001 4096 1.000000 258.429 1.000000
COST 4096 2048 2 8 5.50 0.0001 4096 1.000000 258.429 1.000000
COST 4096 256 2 4 5.50 0.0001 16384 0.883249 154.389 1.345161
COST 4096 256 2 8 5.50 0.0001 16384 0.883249 154.389 1.345161
COST 4096 512 2 4 5.50 0.0001 16384 0.958380 180.803 0.556935
COST 4096 512 2 8 5.50 0.0001 16384 0.958380 180.803 0.556935
COST 4096 1024 2 4 5.50 0.0001 16384 0.988182 192.142 0.532451
COST 4096 1024 2 8 5.50 0.0001 16384 0.988182 192.142 0.532451
COST 4096 2048 2 4 5.50 0.0001 16384 1.000000 196.759 1.000000
COST 4096 2048 2 8 5.50 0.0001 16384 1.000000 196.759 1.000000
COST 4096 256 2 4 5.50 0.0001 4096 0.883249 154.389 1.271198
COST 4096 256 2 8 5.50 0.0001 4096 0.883249 154.389 1.271198
COST 4096 512 2 4 5.50 0.0001 4096 0.958380 180.803 0.693310
COST 4096 512 2 8 5.50 0.0001 4096 0.958380 180.803 0.693310
COST 4096 1024 2 4 5.50 0.0001 4096 0.988182 192.142 0.667779
COST 4096 1024 2 8 5.50 0.0001 4096 0.988182 192.142 0.667779
COST 4096 2048 2 4 5.50 0.0001 4096 1.000000 196.759 1.000000
COST 4096 2048 2 8 5.50 0.0001 4096 1.000000 196.759 1.000000
COST 4096 256 2 4 5.50 0.0001 16384 0.787575 171.100 2.492123
COST 4096 256 2 8 5.50 0.0001 16384 0.787575 171.100 2.492123
COST 4096 512 2 4 5.50 0.0001 16384 0.930638 232.707 1.106619
COST 4096 512 2 8 5.50 0.0001 16384 0.930638 232.707 1.106619
COST 4096 1024 2 4 5.50 0.0001 16384 0.986999 261.191 0.596270
COST 4096 1024 2 8 5.50 0.0001 16384 0.986999 261.191 0.596270
COST 4096 2048 2 4 5.50 0.0001 16384 1.000000 268.093 1.000000
COST 4096 2048 2 8 5.50 0.0001 16384 1.000000 268.093 1.000000
COST 4096 256 2 4 5.50 0.0001 4096 0.787575 171.100 2.101462
COST 4096 256 2 8 5.50 0.0001 4096 0.787575 171.100 2.101462
COST 4096 512 2 4 5.50 0.0001 4096 0.930638 232.707 1.123626
COST 4096 512 2 8 5.50 0.0001 4096 0.930638 232.707 1.123626
COST 4096 1024 2 4 5.50 0.0001 4096 0.986999 261.191 0.773117
COST 4096 1024 2 8 5.50 0.0001 4096 0.986999 261.191 0.773117
COST 4096 2048 2 4 5.50 0.0001 4096 1.000000 268.093 1.000000
COST 4096 2048 2 8 5.50 0.0001 4096 1.000000 268.093 1.000000
COST 4096 256 2 4 5.50 0.001 16384 0.805405 170.469 1.731227
COST 4096 256 2 8 5.50 0.001 16384 0.805405 170.469 1.731227
COST 4096 512 2 4 5.50 0.001 16384 0.916625 217.578 0.683762
COST 4096 512 2 8 5.50 0.001 16384 0.916625 217.578 0.683762
COST 4096 1024 2 4 5.50 0.001 16384 0.972220 244.326 0.551733
COST 4096 1024 2 8 5.50 0.001 16384 0.972220 244.326 0.551733
COST 4096 2048 2 4 5.50 0.001 16384 1.000000 258.429 1.000000
COST 4096 2048 2 8 5.50 0.001 16384 1.000000 258.429 1.000000
COST 4096 256 2 4 5.50 0.001 4096 0.805405 170.469 1.586892
COST 4096 256 2 8 5.50 0.001 4096 0.805405 170.469 1.586892
COST 4096 512 2 4 5.50 0.001 4096 0.916625 217.578 0.815033
COST 4096 512 2 8 5.50 0.001 4096 0.916625 217.578 0.815033
COST 4096 1024 2 4 5.50 0.001 4096 0.972220 244.326 0.727566
COST 4096 1024 2 8 5.50 0.001 4096 0.972220 244.326 0.727566
COST 4096 2048 2 4 5.50 0.001 4096 1.000000 258.429 1.000000
COST 4096 2048 2 8 5.50 0.001 4096 1.000000 258.429 1.000000
COST 4096 256 2 4 5.50 0.001 16384 0.883249 154.389 0.725680
COST 4096 256 2 8 5.50 0.001 16384 0.883249 154.389 0.725680
COST 4096 512 2 4 5.50 0.001 16384 0.958380 180.803 0.447254
COST 4096 512 2 8 5.50 0.001 16384 0.958380 180.803 0.447254
COST 4096 1024 2 4 5.50 0.001 16384 0.988182 192.142 0.505507
COST 4096 1024 2 8 5.50 0.001 16384 0.988182 192.142 0.505507
COST 4096 2048 2 4 5.50 0.001 16384 1.000000 196.759 1.000000
COST 4096 2048 2 8 5.50 0.001 16384 1.000000 196.759 1.000000
COST 4096 256 2 4 5.50 0.001 4096 0.883249 154.389 0.837937
COST 4096 256 2 8 5.50 0.001 4096 0.883249 154.389 0.837937
COST 4096 512 2 4 5.50 0.001 4096 0.958380 180.803 0.612278
COST 4096 512 2 8 5.50 0.001 4096 0.958380 180.803 0.612278
COST 4096 1024 2 4 5.50 0.001 4096 0.988182 192.142 0.643435
COST 4096 1024 2 8 5.50 0.001 4096 0.988182 192.142 0.643435
COST 4096 2048 2 4 5.50 0.001 4096 1.000000 196.759 1.000000
COST 4096 2048 2 8 5.50 0.001 4096 1.000000 196.759 1.000000
COST 4096 256 2 4 5.50 0.001 16384 0.787575 171.100 1.718326
COST 4096 256 2 8 5.50 0.001 16384 0.787575 171.100 1.718326
COST 4096 512 2 4 5.50 0.001 16384 0.930638 232.707 0.604902
COST 4096 512 2 8 5.50 0.001 16384 0.930638 232.707 0.604902
COST 4096 1024 2 4 5.50 0.001 16384 0.986999 261.191 0.513629
COST 4096 1024 2 8 5.50 0.001 16384 0.986999 261.191 0.513629
COST 4096 2048 2 4 5.50 0.001 16384 1.000000 268.093 1.000000
COST 4096 2048 2 8 5.50 0.001 16384 1.000000 268.093 1.000000
COST 4096 256 2 4 5.50 0.001 4096 0.787575 171.100 1.565712
COST 4096 256 2 8 5.50 0.001 4096 0.787575 171.100 1.565712
COST 4096 512 2 4 5.50 0.001 4096 0.930638 232.707 0.796066
COST 4096 512 2 8 5.50 0.001 4096 0.930638 232.707 0.796066
COST 4096 1024 2 4 5.50 0.001 4096 0.986999 261.191 0.684322
COST 4096 1024 2 8 5.50 0.001 4096 0.986999 261.191 0.684322
COST 4096 2048 2 4 5.50 0.001 4096 1.000000 268.093 1.000000
COST 4096 2048 2 8 5.50 0.001 4096 1.000000 268.093 1.000000
COST 4096 256 2 4 5.50 0.01 16384 0.805405 170.469 0.702628
COST 4096 256 2 8 5.50 0.01 16384 0.805405 170.469 0.702628
COST 4096 512 2 4 5.50 0.01 16384 0.916625 217.578 0.463449
COST 4096 512 2 8 5.50 0.01 16384 0.916625 217.578 0.463449
COST 4096 1024 2 4 5.50 0.01 16384 0.972220 244.326 0.510668
COST 4096 1024 2 8 5.50 0.01 16384 0.972220 244.326 0.510668
COST 4096 2048 2 4 5.50 0.01 16384 1.000000 258.429 1.000000
COST 4096 2048 2 8 5.50 0.01 16384 1.000000 258.429 1.000000
COST 4096 256 2 4 5.50 0.01 4096 0.805405 170.469 0.817537
COST 4096 256 2 8 5.50 0.01 4096 0.805405 170.469 0.817537
COST 4096 512 2 4 5.50 0.01 4096 0.916625 217.578 0.583773
COST 4096 512 2 8 5.50 0.01 4096 0.916625 217.578 0.583773
COST 4096 1024 2 4 5.50 0.01 4096 0.972220 244.326 0.628636
COST 4096 1024 2 8 5.50 0.01 4096 0.972220 244.326 0.628636
COST 4096 2048 2 4 5.50 0.01 4096 1.000000 258.429 1.000000
COST 4096 2048 2 8 5.50 0.01 4096 1.000000 258.429 1.000000
COST 4096 256 2 4 5.50 0.01 16384 0.883249 154.389 0.394818
COST 4096 256 2 8 5.50 0.01 16384 0.883249 154.389 0.394818
COST 4096 512 2 4 5.50 0.01 16384 0.958380 180.803 0.379931
COST 4096 512 2 8 5.50 0.01 16384 0.958380 180.803 0.379931
COST 4096 1024 2 4 5.50 0.01 16384 0.988182 192.142 0.486300
COST 4096 1024 2 8 5.50 0.01 16384 0.988182 192.142 0.486300
COST 4096 2048 2 4 5.50 0.01 16384 1.000000 196.759 1.000000
COST 4096 2048 2 8 5.50 0.01 16384 1.000000 196.759 1.000000
COST 4096 256 2 4 5.50 0.01 4096 0.883249 154.389 0.562426
COST 4096 256 2 8 5.50 0.01 4096 0.883249 154.389 0.562426
COST 4096 512 2 4 5.50 0.01 4096 0.958380 180.803 0.506715
COST 4096 512 2 8 5.50 0.01 4096 0.958380 180.803 0.506715
COST 4096 1024 2 4 5.50 0.01 4096 0.988182 192.142 0.622494
COST 4096 1024 2 8 5.50 0.01 4096 0.988182 192.142 0.622494
COST 4096 2048 2 4 5.50 0.01 4096 1.000000 196.759 1.000000
COST 4096 2048 2 8 5.50 0.01 4096 1.000000 196.759 1.000000
COST 4096 256 2 4 5.50 0.01 16384 0.787575 171.100 0.745460
COST 4096 256 2 8 5.50 0.01 16384 0.787575 171.100 0.745460
COST 4096 512 2 4 5.50 0.01 16384 0.930638 232.707 0.419813
COST 4096 512 2 8 5.50 0.01 16384 0.930638 232.707 0.419813
COST 4096 1024 2 4 5.50 0.01 16384 0.986999 261.191 0.489538
COST 4096 1024 2 8 5.50 0.01 16384 0.986999 261.191 0.489538
COST 4096 2048 2 4 5.50 0.01 16384 1.000000 268.093 1.000000
COST 4096 2048 2 8 5.50 0.01 16384 1.000000 268.093 1.000000
COST 4096 256 2 4 5.50 0.01 4096 0.787575 171.100 0.884831
COST 4096 256 2 8 5.50 0.01 4096 0.787575 171.100 0.884831
COST 4096 512 2 4 5.50 0.01 4096 0.930638 232.707 0.598906
COST 4096 512 2 8 5.50 0.01 4096 0.930638 232.707 0.598906
COST 4096 1024 2 4 5.50 0.01 4096 0.986999 261.191 0.629409
COST 4096 1024 2 8 5.50 0.01 4096 0.986999 261.191 0.629409
COST 4096 2048 2 4 5.50 0.01 4096 1.000000 268.093 1.000000
COST 4096 2048 2 8 5.50 0.01 4096 1.000000 268.093 1.000000
COST 4096 256 2 4 6.00 0.0001 16384 0.805405 170.469 1.614350
COST 4096 256 2 8 6.00 0.0001 16384 0.805405 170.469 1.614350
COST 4096 512 2 4 6.00 0.0001 16384 0.916625 217.578 0.600485
COST 4096 512 2 8 6.00 0.0001 16384 0.916625 217.578 0.600485
COST 4096 1024 2 4 6.00 0.0001 16384 0.972220 244.326 0.529026
COST 4096 1024 2 8 6.00 0.0001 16384 0.972220 244.326 0.529026
COST 4096 2048 2 4 6.00 0.0001 16384 1.000000 258.429 1.000000
COST 4096 2048 2 8 6.00 0.0001 16384 1.000000 258.429 1.000000
COST 4096 256 2 4 6.00 0.0001 4096 0.805405 170.469 1.515865
COST 4096 256 2 8 6.00 0.0001 4096 0.805405 170.469 1.515865
COST 4096 512 2 4 6.00 0.0001 4096 0.916625 217.578 0.794986
COST 4096 512 2 8 6.00 0.0001 4096 0.916625 217.578 0.794986
COST 4096 1024 2 4 6.00 0.0001 4096 0.972220 244.326 0.741614
COST 4096 1024 2 8 6.00 0.0001 4096 0.972220 244.326 0.741614
COST 4096 2048 2 4 6.00 0.0001 4096 1.000000 258.429 1.000000
COST 4096 2048 2 8 6.00 0.0001 4096 1.000000 258.429 1.000000
COST 4096 256 2 4 6.00 0.0001 16384 0.883249 154.389 0.637595
COST 4096 256 2 8 6.00 0.0001 16384 0.883249 154.389 0.637595
COST 4096 512 2 4 6.00 0.0001 16384 0.958380 180.803 0.405923
COST 4096 512 2 8 6.00 0.0001 16384 0.958380 180.803 0.405923
COST 4096 1024 2 4 6.00 0.0001 16384 0.988182 192.142 0.513724
COST 4096 1024 2 8 6.00 0.0001 16384 0.988182 192.142 0.513724
COST 4096 2048 2 4 6.00 0.0001 16384 1.000000 196.759 1.000000
COST 4096 2048 2 8 6.00 0.0001 16384 1.000000 196.759 1.000000
COST 4096 256 2 4 6.00 0.0001 4096 0.883249 154.389 0.788018
COST 4096 256 2 8 6.00 0.0001 4096 0.883249 154.389 0.788018
COST 4096 512 2 4 6.00 0.0001 4096 0.958380 180.803 0.565029
COST 4096 512 2 8 6.00 0.0001 4096 0.958380 180.803 0.565029
COST 4096 1024 2 4 6.00 0.0001 4096 0.988182 192.142 0.641073
COST 4096 1024 2 8 6.00 0.0001 4096 0.988182 192.142 0.641073
COST 4096 2048 2 4 6.00 0.0001 4096 1.000000 196.759 1.000000
COST 4096 2048 2 8 6.00 0.0001 4096 1.000000 196.759 1.000000
COST 4096 256 2 4 6.00 0.0001 16384 0.787575 171.100 1.622594
COST 4096 256 2 8 6.00 0.0001 16384 0.787575 171.100 1.622594
COST 4096 512 2 4 6.00 0.0001 16384 0.930638 232.707 0.525134
COST 4096 512 2 8 6.00 0.0001 16384 0.930638 232.707 0.525134
COST 4096 1024 2 4 6.00 0.0001 16384 0.986999 261.191 0.491326
COST 4096 1024 2 8 6.00 0.0001 16384 0.986999 261.191 0.491326
COST 4096 2048 2 4 6.00 0.0001 16384 1.000000 268.093 1.000000
COST 4096 2048 2 8 6.00 0.0001 16384 1.000000 268.093 1.000000
COST 4096 256 2 4 6.00 0.0001 4096 0.787575 171.100 1.453041
COST 4096 256 2 8 6.00 0.0001 4096 0.787575 171.100 1.453041
COST 4096 512 2 4 6.00 0.0001 4096 0.930638 232.707 0.716919
COST 4096 512 2 8 6.00 0.0001 4096 0.930638 232.707 0.716919
COST 4096 1024 2 4 6.00 0.0001 4096 0.986999 261.191 0.675567
COST 4096 1024 2 8 6.00 0.0001 4096 0.986999 261.191 0.675567
COST 4096 2048 2 4 6.00 0.0001 4096 1.000000 268.093 1.000000
COST 4096 2048 2 8 6.00 0.0001 4096 1.000000 268.093 1.000000
COST 4096 256 2 4 6.00 0.001 16384 0.805405 170.469 0.871293
COST 4096 256 2 8 6.00 0.001 16384 0.805405 170.469 0.871293
COST 4096 512 2 4 6.00 0.001 16384 0.916625 217.578 0.435770
COST 4096 512 2 8 6.00 0.001 16384 0.916625 217.578 0.435770
COST 4096 1024 2 4 6.00 0.001 16384 0.972220 244.326 0.497709
COST 4096 1024 2 8 6.00 0.001 16384 0.972220 244.326 0.497709
COST 4096 2048 2 4 6.00 0.001 16384 1.000000 258.429 1.000000
COST 4096 2048 2 8 6.00 0.001 16384 1.000000 258.429 1.000000
COST 4096 256 2 4 6.00 0.001 4096 0.805405 170.469 0.933509
COST 4096 256 2 8 6.00 0.001 4096 0.805405 170.469 0.933509
COST 4096 512 2 4 6.00 0.001 4096 0.916625 217.578 0.587347
COST 4096 512 2 8 6.00 0.001 4096 0.916625 217.578 0.587347
COST 4096 1024 2 4 6.00 0.001 4096 0.972220 244.326 0.625223
COST 4096 1024 2 8 6.00 0.001 4096 0.972220 244.326 0.625223
COST 4096 2048 2 4 6.00 0.001 4096 1.000000 258.429 1.000000
COST 4096 2048 2 8 6.00 0.001 4096 1.000000 258.429 1.000000
COST 4096 256 2 4 6.00 0.001 16384 0.883249 154.389 0.402502
COST 4096 256 2 8 6.00 0.001 16384 0.883249 154.389 0.402502
COST 4096 512 2 4 6.00 0.001 16384 0.958380 180.803 0.377001
COST 4096 512 2 8 6.00 0.001 16384 0.958380 180.803 0.377001
COST 4096 1024 2 4 6.00 0.001 16384 0.988182 192.142 0.490279
COST 4096 1024 2 8 6.00 0.001 16384 0.988182 192.142 0.490279
COST 4096 2048 2 4 6.00 0.001 16384 1.000000 196.759 1.000000
COST 4096 2048 2 8 6.00 0.001 16384 1.000000 196.759 1.000000
COST 4096 256 2 4 6.00 0.001 4096 0.883249 154.389 0.579621
COST 4096 256 2 8 6.00 0.001 4096 0.883249 154.389 0.579621
COST 4096 512 2 4 6.00 0.001 4096 0.958380 180.803 0.524580
COST 4096 512 2 8 6.00 0.001 4096 0.958380 180.803 0.524580
COST 4096 1024 2 4 6.00 0.001 4096 0.988182 192.142 0.643121
COST 4096 1024 2 8 6.00 0.001 4096 0.988182 192.142 0.643121
COST 4096 2048 2 4 6.00 0.001 4096 1.000000 196.759 1.000000
COST 4096 2048 2 8 6.00 0.001 4096 1.000000 196.759 1.000000
COST 4096 256 2 4 6.00 0.001 16384 0.787575 171.100 0.822171
COST 4096 256 2 8 6.00 0.001 16384 0.787575 171.100 0.822171
COST 4096 512 2 4 6.00 0.001 16384 0.930638 232.707 0.405745
COST 4096 512 2 8 6.00 0.001 16384 0.930638 232.707 0.405745
COST 4096 1024 2 4 6.00 0.001 16384 0.986999 261.191 0.480112
COST 4096 1024 2 8 6.00 0.001 16384 0.986999 261.191 0.480112
COST 4096 2048 2 4 6.00 0.001 16384 1.000000 268.093 1.000000
COST 4096 2048 2 8 6.00 0.001 16384 1.000000 268.093 1.000000
COST 4096 256 2 4 6.00 0.001 4096 0.787575 171.100 0.931933
COST 4096 256 2 8 6.00 0.001 4096 0.787575 171.100 0.931933
COST 4096 512 2 4 6.00 0.001 4096 0.930638 232.707 0.573554
COST 4096 512 2 8 6.00 0.001 4096 0.930638 232.707 0.573554
COST 4096 1024 2 4 6.00 0.001 4096 0.986999 261.191 0.623621
COST 4096 1024 2 8 6.00 0.001 4096 0.986999 261.191 0.623621
COST 4096 2048 2 4 6.00 0.001 4096 1.000000 268.093 1.000000
COST 4096 2048 2 8 6.00 0.001 4096 1.000000 268.093 1.000000
