# ACC2R rows: n=4096, NO oversample, keyed on band/B_eff.
# measured at band 1024; 24000 trials a cell.
# ACC2R n K snr f ratio margin dismissal
ACC2R 4096 8 5.50 0.8000 3.994 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.8000 6.074 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.8000 6.074 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.8000 6.074 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.8000 6.074 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.8000 6.074 1.000 7.4069e-05
ACC2R 4096 8 5.50 0.8000 7.963 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.8000 7.963 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.8000 7.963 0.960 7.3292e-05
ACC2R 4096 8 5.50 0.8000 7.963 0.980 7.3292e-05
ACC2R 4096 8 5.50 0.8000 7.963 1.000 1.4658e-04
ACC2R 4096 8 5.50 0.8000 15.851 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.8000 15.851 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.8000 15.851 0.960 2.8547e-04
ACC2R 4096 8 5.50 0.8000 15.851 0.980 3.5684e-04
ACC2R 4096 8 5.50 0.8000 15.851 1.000 4.9957e-04
ACC2R 4096 8 5.50 0.8000 31.403 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.8000 31.403 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.8000 31.403 0.960 6.9295e-05
ACC2R 4096 8 5.50 0.8000 31.403 0.980 1.3859e-04
ACC2R 4096 8 5.50 0.8000 31.403 1.000 5.5436e-04
ACC2R 4096 8 5.50 0.9000 1.009 0.900 6.0297e-02
ACC2R 4096 8 5.50 0.9000 1.009 0.930 9.0331e-02
ACC2R 4096 8 5.50 0.9000 1.009 0.960 1.2400e-01
ACC2R 4096 8 5.50 0.9000 1.009 0.980 1.4813e-01
ACC2R 4096 8 5.50 0.9000 1.009 1.000 1.7582e-01
ACC2R 4096 8 5.50 0.9000 1.494 0.900 1.8387e-02
ACC2R 4096 8 5.50 0.9000 1.494 0.930 3.1876e-02
ACC2R 4096 8 5.50 0.9000 1.494 0.960 5.0490e-02
ACC2R 4096 8 5.50 0.9000 1.494 0.980 6.8726e-02
ACC2R 4096 8 5.50 0.9000 1.494 1.000 8.9601e-02
ACC2R 4096 8 5.50 0.9000 1.970 0.900 9.0158e-04
ACC2R 4096 8 5.50 0.9000 1.970 0.930 2.2539e-03
ACC2R 4096 8 5.50 0.9000 1.970 0.960 5.0338e-03
ACC2R 4096 8 5.50 0.9000 1.970 0.980 8.4147e-03
ACC2R 4096 8 5.50 0.9000 1.970 1.000 1.2322e-02
ACC2R 4096 8 5.50 0.9000 3.056 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9000 3.056 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9000 3.056 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9000 3.056 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9000 3.056 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9000 3.994 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9000 3.994 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9000 3.994 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9000 3.994 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9000 3.994 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9000 6.074 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9000 6.074 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9000 6.074 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9000 6.074 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9000 6.074 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9000 7.963 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9000 7.963 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9000 7.963 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9000 7.963 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9000 7.963 1.000 7.1043e-05
ACC2R 4096 8 5.50 0.9000 15.851 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9000 15.851 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9000 15.851 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9000 15.851 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9000 15.851 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9000 31.403 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9000 31.403 0.930 6.6392e-05
ACC2R 4096 8 5.50 0.9000 31.403 0.960 6.6392e-05
ACC2R 4096 8 5.50 0.9000 31.403 0.980 6.6392e-05
ACC2R 4096 8 5.50 0.9000 31.403 1.000 5.3114e-04
ACC2R 4096 8 5.50 0.9500 1.009 0.900 1.1735e-01
ACC2R 4096 8 5.50 0.9500 1.009 0.930 1.5464e-01
ACC2R 4096 8 5.50 0.9500 1.009 0.960 1.9771e-01
ACC2R 4096 8 5.50 0.9500 1.009 0.980 2.2748e-01
ACC2R 4096 8 5.50 0.9500 1.009 1.000 2.5635e-01
ACC2R 4096 8 5.50 0.9500 1.494 0.900 4.2000e-02
ACC2R 4096 8 5.50 0.9500 1.494 0.930 6.6931e-02
ACC2R 4096 8 5.50 0.9500 1.494 0.960 9.9124e-02
ACC2R 4096 8 5.50 0.9500 1.494 0.980 1.2405e-01
ACC2R 4096 8 5.50 0.9500 1.494 1.000 1.5146e-01
ACC2R 4096 8 5.50 0.9500 1.970 0.900 2.0083e-03
ACC2R 4096 8 5.50 0.9500 1.970 0.930 4.9093e-03
ACC2R 4096 8 5.50 0.9500 1.970 0.960 1.0860e-02
ACC2R 4096 8 5.50 0.9500 1.970 0.980 1.6290e-02
ACC2R 4096 8 5.50 0.9500 1.970 1.000 2.4398e-02
ACC2R 4096 8 5.50 0.9500 3.056 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9500 3.056 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9500 3.056 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9500 3.056 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9500 3.056 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9500 3.994 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9500 3.994 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9500 3.994 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9500 3.994 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9500 3.994 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9500 6.074 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9500 6.074 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9500 6.074 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9500 6.074 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9500 6.074 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9500 7.963 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9500 7.963 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9500 7.963 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9500 7.963 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9500 7.963 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9500 15.851 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9500 15.851 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9500 15.851 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9500 15.851 0.980 1.3617e-04
ACC2R 4096 8 5.50 0.9500 15.851 1.000 3.4044e-04
ACC2R 4096 8 5.50 0.9500 31.403 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9500 31.403 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9500 31.403 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9500 31.403 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9500 31.403 1.000 4.6162e-04
ACC2R 4096 8 5.50 0.9800 1.009 0.900 1.7076e-01
ACC2R 4096 8 5.50 0.9800 1.009 0.930 2.1579e-01
ACC2R 4096 8 5.50 0.9800 1.009 0.960 2.6150e-01
ACC2R 4096 8 5.50 0.9800 1.009 0.980 2.9640e-01
ACC2R 4096 8 5.50 0.9800 1.009 1.000 3.3266e-01
ACC2R 4096 8 5.50 0.9800 1.494 0.900 7.8996e-02
ACC2R 4096 8 5.50 0.9800 1.494 0.930 1.1369e-01
ACC2R 4096 8 5.50 0.9800 1.494 0.960 1.5747e-01
ACC2R 4096 8 5.50 0.9800 1.494 0.980 1.9209e-01
ACC2R 4096 8 5.50 0.9800 1.494 1.000 2.3118e-01
ACC2R 4096 8 5.50 0.9800 1.970 0.900 4.1289e-03
ACC2R 4096 8 5.50 0.9800 1.970 0.930 9.6586e-03
ACC2R 4096 8 5.50 0.9800 1.970 0.960 1.8875e-02
ACC2R 4096 8 5.50 0.9800 1.970 0.980 2.8017e-02
ACC2R 4096 8 5.50 0.9800 1.970 1.000 4.0625e-02
ACC2R 4096 8 5.50 0.9800 3.056 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9800 3.056 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9800 3.056 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9800 3.056 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9800 3.056 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9800 3.994 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9800 3.994 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9800 3.994 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9800 3.994 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9800 3.994 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9800 6.074 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9800 6.074 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9800 6.074 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9800 6.074 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9800 6.074 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9800 7.963 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9800 7.963 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9800 7.963 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9800 7.963 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9800 7.963 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9800 15.851 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9800 15.851 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9800 15.851 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9800 15.851 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9800 15.851 1.000 1.3624e-04
ACC2R 4096 8 5.50 0.9800 31.403 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9800 31.403 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9800 31.403 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9800 31.403 0.980 6.6738e-05
ACC2R 4096 8 5.50 0.9800 31.403 1.000 8.6759e-04
ACC2R 4096 8 5.50 0.9950 1.009 0.900 2.1865e-01
ACC2R 4096 8 5.50 0.9950 1.009 0.930 2.6638e-01
ACC2R 4096 8 5.50 0.9950 1.009 0.960 3.2100e-01
ACC2R 4096 8 5.50 0.9950 1.009 0.980 3.6355e-01
ACC2R 4096 8 5.50 0.9950 1.009 1.000 4.0474e-01
ACC2R 4096 8 5.50 0.9950 1.494 0.900 1.1610e-01
ACC2R 4096 8 5.50 0.9950 1.494 0.930 1.6294e-01
ACC2R 4096 8 5.50 0.9950 1.494 0.960 2.2066e-01
ACC2R 4096 8 5.50 0.9950 1.494 0.980 2.6558e-01
ACC2R 4096 8 5.50 0.9950 1.494 1.000 3.0953e-01
ACC2R 4096 8 5.50 0.9950 1.970 0.900 5.5858e-03
ACC2R 4096 8 5.50 0.9950 1.970 0.930 1.2641e-02
ACC2R 4096 8 5.50 0.9950 1.970 0.960 2.4842e-02
ACC2R 4096 8 5.50 0.9950 1.970 0.980 3.6014e-02
ACC2R 4096 8 5.50 0.9950 1.970 1.000 5.2403e-02
ACC2R 4096 8 5.50 0.9950 3.056 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9950 3.056 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9950 3.056 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9950 3.056 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9950 3.056 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9950 3.994 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9950 3.994 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9950 3.994 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9950 3.994 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9950 3.994 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9950 6.074 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9950 6.074 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9950 6.074 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9950 6.074 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9950 6.074 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9950 7.963 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9950 7.963 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9950 7.963 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9950 7.963 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9950 7.963 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9950 15.851 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9950 15.851 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9950 15.851 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9950 15.851 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9950 15.851 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.9950 31.403 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.9950 31.403 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.9950 31.403 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.9950 31.403 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.9950 31.403 1.000 2.7493e-03
ACC2R 4096 8 6.00 0.8000 1.009 0.900 2.5738e-02
ACC2R 4096 8 6.00 0.8000 1.009 0.930 4.4597e-02
ACC2R 4096 8 6.00 0.8000 1.009 0.960 6.9949e-02
ACC2R 4096 8 6.00 0.8000 1.009 0.980 8.8267e-02
ACC2R 4096 8 6.00 0.8000 1.009 1.000 1.0875e-01
ACC2R 4096 8 6.00 0.8000 1.494 0.900 5.9644e-03
ACC2R 4096 8 6.00 0.8000 1.494 0.930 1.2858e-02
ACC2R 4096 8 6.00 0.8000 1.494 0.960 2.3393e-02
ACC2R 4096 8 6.00 0.8000 1.494 0.980 3.3075e-02
ACC2R 4096 8 6.00 0.8000 1.494 1.000 4.4771e-02
ACC2R 4096 8 6.00 0.8000 1.970 0.900 7.7048e-05
ACC2R 4096 8 6.00 0.8000 1.970 0.930 7.7048e-04
ACC2R 4096 8 6.00 0.8000 1.970 0.960 2.6196e-03
ACC2R 4096 8 6.00 0.8000 1.970 0.980 4.1606e-03
ACC2R 4096 8 6.00 0.8000 1.970 1.000 6.2409e-03
ACC2R 4096 8 6.00 0.8000 3.056 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.8000 3.056 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.8000 3.056 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.8000 3.056 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.8000 3.056 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.8000 3.994 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.8000 3.994 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.8000 3.994 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.8000 3.994 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.8000 3.994 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.8000 6.074 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.8000 6.074 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.8000 6.074 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.8000 6.074 0.980 2.2714e-04
ACC2R 4096 8 6.00 0.8000 6.074 1.000 2.2714e-04
ACC2R 4096 8 6.00 0.8000 7.963 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.8000 7.963 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.8000 7.963 0.960 7.5086e-05
ACC2R 4096 8 6.00 0.8000 7.963 0.980 1.5017e-04
ACC2R 4096 8 6.00 0.8000 7.963 1.000 3.0035e-04
ACC2R 4096 8 6.00 0.8000 15.851 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.8000 15.851 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.8000 15.851 0.960 1.4709e-04
ACC2R 4096 8 6.00 0.8000 15.851 0.980 3.6773e-04
ACC2R 4096 8 6.00 0.8000 15.851 1.000 6.6191e-04
ACC2R 4096 8 6.00 0.8000 31.403 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.8000 31.403 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.8000 31.403 0.960 7.1829e-05
ACC2R 4096 8 6.00 0.8000 31.403 0.980 1.4366e-04
ACC2R 4096 8 6.00 0.8000 31.403 1.000 6.4646e-04
ACC2R 4096 8 6.00 0.9000 1.009 0.900 9.4840e-02
ACC2R 4096 8 6.00 0.9000 1.009 0.930 1.2681e-01
ACC2R 4096 8 6.00 0.9000 1.009 0.960 1.6262e-01
ACC2R 4096 8 6.00 0.9000 1.009 0.980 1.8761e-01
ACC2R 4096 8 6.00 0.9000 1.009 1.000 2.1598e-01
ACC2R 4096 8 6.00 0.9000 1.494 0.900 2.8956e-02
ACC2R 4096 8 6.00 0.9000 1.494 0.930 4.5382e-02
ACC2R 4096 8 6.00 0.9000 1.494 0.960 7.1052e-02
ACC2R 4096 8 6.00 0.9000 1.494 0.980 9.1145e-02
ACC2R 4096 8 6.00 0.9000 1.494 1.000 1.1284e-01
ACC2R 4096 8 6.00 0.9000 1.970 0.900 1.8284e-03
ACC2R 4096 8 6.00 0.9000 1.970 0.930 3.8092e-03
ACC2R 4096 8 6.00 0.9000 1.970 0.960 8.7612e-03
ACC2R 4096 8 6.00 0.9000 1.970 0.980 1.2723e-02
ACC2R 4096 8 6.00 0.9000 1.970 1.000 1.8513e-02
ACC2R 4096 8 6.00 0.9000 3.056 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9000 3.056 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9000 3.056 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9000 3.056 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9000 3.056 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9000 3.994 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9000 3.994 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9000 3.994 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9000 3.994 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9000 3.994 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9000 6.074 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9000 6.074 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9000 6.074 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9000 6.074 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9000 6.074 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9000 7.963 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9000 7.963 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9000 7.963 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9000 7.963 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9000 7.963 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9000 15.851 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9000 15.851 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9000 15.851 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9000 15.851 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9000 15.851 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9000 31.403 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9000 31.403 0.930 6.8691e-05
ACC2R 4096 8 6.00 0.9000 31.403 0.960 6.8691e-05
ACC2R 4096 8 6.00 0.9000 31.403 0.980 6.8691e-05
ACC2R 4096 8 6.00 0.9000 31.403 1.000 5.4953e-04
ACC2R 4096 8 6.00 0.9500 1.009 0.900 1.4434e-01
ACC2R 4096 8 6.00 0.9500 1.009 0.930 1.8417e-01
ACC2R 4096 8 6.00 0.9500 1.009 0.960 2.2637e-01
ACC2R 4096 8 6.00 0.9500 1.009 0.980 2.5364e-01
ACC2R 4096 8 6.00 0.9500 1.009 1.000 2.8700e-01
ACC2R 4096 8 6.00 0.9500 1.494 0.900 5.4019e-02
ACC2R 4096 8 6.00 0.9500 1.494 0.930 8.3794e-02
ACC2R 4096 8 6.00 0.9500 1.494 0.960 1.1774e-01
ACC2R 4096 8 6.00 0.9500 1.494 0.980 1.4653e-01
ACC2R 4096 8 6.00 0.9500 1.494 1.000 1.7963e-01
ACC2R 4096 8 6.00 0.9500 1.970 0.900 3.5480e-03
ACC2R 4096 8 6.00 0.9500 1.970 0.930 7.1714e-03
ACC2R 4096 8 6.00 0.9500 1.970 0.960 1.4494e-02
ACC2R 4096 8 6.00 0.9500 1.970 0.980 2.2496e-02
ACC2R 4096 8 6.00 0.9500 1.970 1.000 3.2083e-02
ACC2R 4096 8 6.00 0.9500 3.056 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9500 3.056 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9500 3.056 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9500 3.056 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9500 3.056 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9500 3.994 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9500 3.994 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9500 3.994 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9500 3.994 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9500 3.994 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9500 6.074 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9500 6.074 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9500 6.074 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9500 6.074 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9500 6.074 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9500 7.963 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9500 7.963 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9500 7.963 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9500 7.963 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9500 7.963 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9500 15.851 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9500 15.851 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9500 15.851 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9500 15.851 0.980 1.3945e-04
ACC2R 4096 8 6.00 0.9500 15.851 1.000 3.4863e-04
ACC2R 4096 8 6.00 0.9500 31.403 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9500 31.403 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9500 31.403 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9500 31.403 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9500 31.403 1.000 2.7047e-04
ACC2R 4096 8 6.00 0.9800 1.009 0.900 1.9349e-01
ACC2R 4096 8 6.00 0.9800 1.009 0.930 2.3556e-01
ACC2R 4096 8 6.00 0.9800 1.009 0.960 2.8433e-01
ACC2R 4096 8 6.00 0.9800 1.009 0.980 3.2162e-01
ACC2R 4096 8 6.00 0.9800 1.009 1.000 3.6171e-01
ACC2R 4096 8 6.00 0.9800 1.494 0.900 9.0114e-02
ACC2R 4096 8 6.00 0.9800 1.494 0.930 1.2767e-01
ACC2R 4096 8 6.00 0.9800 1.494 0.960 1.7676e-01
ACC2R 4096 8 6.00 0.9800 1.494 0.980 2.1559e-01
ACC2R 4096 8 6.00 0.9800 1.494 1.000 2.5662e-01
ACC2R 4096 8 6.00 0.9800 1.970 0.900 5.3215e-03
ACC2R 4096 8 6.00 0.9800 1.970 0.930 1.1992e-02
ACC2R 4096 8 6.00 0.9800 1.970 0.960 2.4284e-02
ACC2R 4096 8 6.00 0.9800 1.970 0.980 3.5527e-02
ACC2R 4096 8 6.00 0.9800 1.970 1.000 5.1342e-02
ACC2R 4096 8 6.00 0.9800 3.056 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9800 3.056 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9800 3.056 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9800 3.056 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9800 3.056 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9800 3.994 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9800 3.994 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9800 3.994 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9800 3.994 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9800 3.994 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9800 6.074 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9800 6.074 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9800 6.074 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9800 6.074 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9800 6.074 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9800 7.963 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9800 7.963 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9800 7.963 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9800 7.963 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9800 7.963 1.000 0.0000e+00
ACC2R 4096 8 6.00 0.9800 15.851 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9800 15.851 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9800 15.851 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9800 15.851 0.980 0.0000e+00
ACC2R 4096 8 6.00 0.9800 15.851 1.000 1.3900e-04
ACC2R 4096 8 6.00 0.9800 31.403 0.900 0.0000e+00
ACC2R 4096 8 6.00 0.9800 31.403 0.930 0.0000e+00
ACC2R 4096 8 6.00 0.9800 31.403 0.960 0.0000e+00
ACC2R 4096 8 6.00 0.9800 31.403 0.980 1.3592e-04
ACC2R 4096 8 6.00 0.9800 31.403 1.000 1.0194e-03
ACC2R 4096 8 6.00 0.9950 1.009 0.900 2.3213e-01
ACC2R 4096 8 6.00 0.9950 1.009 0.930 2.8095e-01
ACC2R 4096 8 6.00 0.9950 1.009 0.960 3.4025e-01
ACC2R 4096 8 6.00 0.9950 1.009 0.980 3.8352e-01
ACC2R 4096 8 6.00 0.9950 1.009 1.000 4.2511e-01
