# ACC2R rows: n=4096, NO oversample, keyed on band/B_eff.
# measured at band 1024; 24000 trials a cell.
# ACC2R n K snr f ratio margin dismissal
ACC2R 4096 4 6.50 0.9000 31.403 0.980 7.0567e-05
ACC2R 4096 4 6.50 0.9000 31.403 1.000 5.6453e-04
ACC2R 4096 4 6.50 0.9500 1.009 0.900 1.6638e-01
ACC2R 4096 4 6.50 0.9500 1.009 0.930 2.0571e-01
ACC2R 4096 4 6.50 0.9500 1.009 0.960 2.4742e-01
ACC2R 4096 4 6.50 0.9500 1.009 0.980 2.7736e-01
ACC2R 4096 4 6.50 0.9500 1.009 1.000 3.1561e-01
ACC2R 4096 4 6.50 0.9500 1.494 0.900 6.6278e-02
ACC2R 4096 4 6.50 0.9500 1.494 0.930 9.5088e-02
ACC2R 4096 4 6.50 0.9500 1.494 0.960 1.3501e-01
ACC2R 4096 4 6.50 0.9500 1.494 0.980 1.6658e-01
ACC2R 4096 4 6.50 0.9500 1.494 1.000 2.0351e-01
ACC2R 4096 4 6.50 0.9500 1.970 0.900 9.1526e-04
ACC2R 4096 4 6.50 0.9500 1.970 0.930 2.1356e-03
ACC2R 4096 4 6.50 0.9500 1.970 0.960 4.6526e-03
ACC2R 4096 4 6.50 0.9500 1.970 0.980 7.8560e-03
ACC2R 4096 4 6.50 0.9500 1.970 1.000 1.2203e-02
ACC2R 4096 4 6.50 0.9500 3.056 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9500 3.056 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9500 3.056 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9500 3.056 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9500 3.056 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9500 3.994 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9500 3.994 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9500 3.994 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9500 3.994 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9500 3.994 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9500 6.074 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9500 6.074 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9500 6.074 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9500 6.074 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9500 6.074 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9500 7.963 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9500 7.963 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9500 7.963 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9500 7.963 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9500 7.963 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9500 15.851 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9500 15.851 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9500 15.851 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9500 15.851 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9500 15.851 1.000 2.1339e-04
ACC2R 4096 4 6.50 0.9500 31.403 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9500 31.403 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9500 31.403 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9500 31.403 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9500 31.403 1.000 2.7647e-04
ACC2R 4096 4 6.50 0.9800 1.009 0.900 2.0874e-01
ACC2R 4096 4 6.50 0.9800 1.009 0.930 2.5328e-01
ACC2R 4096 4 6.50 0.9800 1.009 0.960 3.0681e-01
ACC2R 4096 4 6.50 0.9800 1.009 0.980 3.4406e-01
ACC2R 4096 4 6.50 0.9800 1.009 1.000 3.8730e-01
ACC2R 4096 4 6.50 0.9800 1.494 0.900 9.9909e-02
ACC2R 4096 4 6.50 0.9800 1.494 0.930 1.4228e-01
ACC2R 4096 4 6.50 0.9800 1.494 0.960 1.9662e-01
ACC2R 4096 4 6.50 0.9800 1.494 0.980 2.3777e-01
ACC2R 4096 4 6.50 0.9800 1.494 1.000 2.8540e-01
ACC2R 4096 4 6.50 0.9800 1.970 0.900 8.3378e-04
ACC2R 4096 4 6.50 0.9800 1.970 0.930 2.5771e-03
ACC2R 4096 4 6.50 0.9800 1.970 0.960 6.8218e-03
ACC2R 4096 4 6.50 0.9800 1.970 0.980 1.1294e-02
ACC2R 4096 4 6.50 0.9800 1.970 1.000 1.7737e-02
ACC2R 4096 4 6.50 0.9800 3.056 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9800 3.056 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9800 3.056 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9800 3.056 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9800 3.056 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9800 3.994 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9800 3.994 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9800 3.994 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9800 3.994 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9800 3.994 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9800 6.074 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9800 6.074 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9800 6.074 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9800 6.074 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9800 6.074 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9800 7.963 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9800 7.963 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9800 7.963 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9800 7.963 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9800 7.963 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9800 15.851 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9800 15.851 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9800 15.851 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9800 15.851 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9800 15.851 1.000 2.1176e-04
ACC2R 4096 4 6.50 0.9800 31.403 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9800 31.403 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9800 31.403 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9800 31.403 0.980 6.9109e-05
ACC2R 4096 4 6.50 0.9800 31.403 1.000 8.9841e-04
ACC2R 4096 4 6.50 0.9950 1.009 0.900 2.4648e-01
ACC2R 4096 4 6.50 0.9950 1.009 0.930 2.9942e-01
ACC2R 4096 4 6.50 0.9950 1.009 0.960 3.5966e-01
ACC2R 4096 4 6.50 0.9950 1.009 0.980 4.0392e-01
ACC2R 4096 4 6.50 0.9950 1.009 1.000 4.4479e-01
ACC2R 4096 4 6.50 0.9950 1.494 0.900 1.3410e-01
ACC2R 4096 4 6.50 0.9950 1.494 0.930 1.8950e-01
ACC2R 4096 4 6.50 0.9950 1.494 0.960 2.5491e-01
ACC2R 4096 4 6.50 0.9950 1.494 0.980 3.0652e-01
ACC2R 4096 4 6.50 0.9950 1.494 1.000 3.5941e-01
ACC2R 4096 4 6.50 0.9950 1.970 0.900 1.0568e-03
ACC2R 4096 4 6.50 0.9950 1.970 0.930 3.2458e-03
ACC2R 4096 4 6.50 0.9950 1.970 0.960 7.4728e-03
ACC2R 4096 4 6.50 0.9950 1.970 0.980 1.3436e-02
ACC2R 4096 4 6.50 0.9950 1.970 1.000 2.0833e-02
ACC2R 4096 4 6.50 0.9950 3.056 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9950 3.056 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9950 3.056 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9950 3.056 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9950 3.056 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9950 3.994 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9950 3.994 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9950 3.994 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9950 3.994 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9950 3.994 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9950 6.074 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9950 6.074 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9950 6.074 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9950 6.074 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9950 6.074 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9950 7.963 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9950 7.963 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9950 7.963 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9950 7.963 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9950 7.963 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9950 15.851 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9950 15.851 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9950 15.851 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9950 15.851 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9950 15.851 1.000 0.0000e+00
ACC2R 4096 4 6.50 0.9950 31.403 0.900 0.0000e+00
ACC2R 4096 4 6.50 0.9950 31.403 0.930 0.0000e+00
ACC2R 4096 4 6.50 0.9950 31.403 0.960 0.0000e+00
ACC2R 4096 4 6.50 0.9950 31.403 0.980 0.0000e+00
ACC2R 4096 4 6.50 0.9950 31.403 1.000 1.5561e-03
ACC2R 4096 8 5.00 0.8000 1.009 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.8000 1.009 0.930 1.4893e-04
ACC2R 4096 8 5.00 0.8000 1.009 0.960 5.2126e-04
ACC2R 4096 8 5.00 0.8000 1.009 0.980 1.3404e-03
ACC2R 4096 8 5.00 0.8000 1.009 1.000 3.2020e-03
ACC2R 4096 8 5.00 0.8000 1.494 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.8000 1.494 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.8000 1.494 0.960 3.7339e-04
ACC2R 4096 8 5.00 0.8000 1.494 0.980 6.7209e-04
ACC2R 4096 8 5.00 0.8000 1.494 1.000 1.7176e-03
ACC2R 4096 8 5.00 0.8000 1.970 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.8000 1.970 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.8000 1.970 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.8000 1.970 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.8000 1.970 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.8000 3.056 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.8000 3.056 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.8000 3.056 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.8000 3.056 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.8000 3.056 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.8000 3.994 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.8000 3.994 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.8000 3.994 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.8000 3.994 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.8000 3.994 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.8000 6.074 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.8000 6.074 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.8000 6.074 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.8000 6.074 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.8000 6.074 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.8000 7.963 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.8000 7.963 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.8000 7.963 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.8000 7.963 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.8000 7.963 1.000 7.0467e-05
ACC2R 4096 8 5.00 0.8000 15.851 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.8000 15.851 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.8000 15.851 0.960 6.8269e-05
ACC2R 4096 8 5.00 0.8000 15.851 0.980 6.8269e-05
ACC2R 4096 8 5.00 0.8000 15.851 1.000 1.3654e-04
ACC2R 4096 8 5.00 0.8000 31.403 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.8000 31.403 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.8000 31.403 0.960 6.5733e-05
ACC2R 4096 8 5.00 0.8000 31.403 0.980 6.5733e-05
ACC2R 4096 8 5.00 0.8000 31.403 1.000 2.6293e-04
ACC2R 4096 8 5.00 0.9000 1.009 0.900 1.4898e-02
ACC2R 4096 8 5.00 0.9000 1.009 0.930 3.3336e-02
ACC2R 4096 8 5.00 0.9000 1.009 0.960 6.2836e-02
ACC2R 4096 8 5.00 0.9000 1.009 0.980 8.7838e-02
ACC2R 4096 8 5.00 0.9000 1.009 1.000 1.1173e-01
ACC2R 4096 8 5.00 0.9000 1.494 0.900 3.9677e-03
ACC2R 4096 8 5.00 0.9000 1.494 0.930 1.0727e-02
ACC2R 4096 8 5.00 0.9000 1.494 0.960 2.2410e-02
ACC2R 4096 8 5.00 0.9000 1.494 0.980 3.5709e-02
ACC2R 4096 8 5.00 0.9000 1.494 1.000 5.2168e-02
ACC2R 4096 8 5.00 0.9000 1.970 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9000 1.970 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9000 1.970 0.960 8.7713e-04
ACC2R 4096 8 5.00 0.9000 1.970 0.980 2.3390e-03
ACC2R 4096 8 5.00 0.9000 1.970 1.000 4.2395e-03
ACC2R 4096 8 5.00 0.9000 3.056 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9000 3.056 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9000 3.056 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9000 3.056 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9000 3.056 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9000 3.994 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9000 3.994 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9000 3.994 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9000 3.994 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9000 3.994 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9000 6.074 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9000 6.074 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9000 6.074 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9000 6.074 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9000 6.074 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9000 7.963 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9000 7.963 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9000 7.963 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9000 7.963 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9000 7.963 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9000 15.851 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9000 15.851 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9000 15.851 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9000 15.851 0.980 6.6247e-05
ACC2R 4096 8 5.00 0.9000 15.851 1.000 6.6247e-05
ACC2R 4096 8 5.00 0.9000 31.403 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9000 31.403 0.930 1.2762e-04
ACC2R 4096 8 5.00 0.9000 31.403 0.960 1.2762e-04
ACC2R 4096 8 5.00 0.9000 31.403 0.980 1.2762e-04
ACC2R 4096 8 5.00 0.9000 31.403 1.000 5.7431e-04
ACC2R 4096 8 5.00 0.9500 1.009 0.900 7.0548e-02
ACC2R 4096 8 5.00 0.9500 1.009 0.930 1.0733e-01
ACC2R 4096 8 5.00 0.9500 1.009 0.960 1.4778e-01
ACC2R 4096 8 5.00 0.9500 1.009 0.980 1.8052e-01
ACC2R 4096 8 5.00 0.9500 1.009 1.000 2.1164e-01
ACC2R 4096 8 5.00 0.9500 1.494 0.900 2.4593e-02
ACC2R 4096 8 5.00 0.9500 1.494 0.930 4.5100e-02
ACC2R 4096 8 5.00 0.9500 1.494 0.960 7.5093e-02
ACC2R 4096 8 5.00 0.9500 1.494 0.980 9.7643e-02
ACC2R 4096 8 5.00 0.9500 1.494 1.000 1.2253e-01
ACC2R 4096 8 5.00 0.9500 1.970 0.900 7.2474e-04
ACC2R 4096 8 5.00 0.9500 1.970 0.930 1.8843e-03
ACC2R 4096 8 5.00 0.9500 1.970 0.960 5.4356e-03
ACC2R 4096 8 5.00 0.9500 1.970 0.980 8.5520e-03
ACC2R 4096 8 5.00 0.9500 1.970 1.000 1.4350e-02
ACC2R 4096 8 5.00 0.9500 3.056 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9500 3.056 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9500 3.056 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9500 3.056 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9500 3.056 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9500 3.994 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9500 3.994 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9500 3.994 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9500 3.994 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9500 3.994 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9500 6.074 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9500 6.074 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9500 6.074 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9500 6.074 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9500 6.074 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9500 7.963 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9500 7.963 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9500 7.963 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9500 7.963 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9500 7.963 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9500 15.851 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9500 15.851 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9500 15.851 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9500 15.851 0.980 1.3179e-04
ACC2R 4096 8 5.00 0.9500 15.851 1.000 3.2947e-04
ACC2R 4096 8 5.00 0.9500 31.403 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9500 31.403 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9500 31.403 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9500 31.403 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9500 31.403 1.000 1.9179e-04
ACC2R 4096 8 5.00 0.9800 1.009 0.900 1.3243e-01
ACC2R 4096 8 5.00 0.9800 1.009 0.930 1.7917e-01
ACC2R 4096 8 5.00 0.9800 1.009 0.960 2.3052e-01
ACC2R 4096 8 5.00 0.9800 1.009 0.980 2.6421e-01
ACC2R 4096 8 5.00 0.9800 1.009 1.000 2.9864e-01
ACC2R 4096 8 5.00 0.9800 1.494 0.900 6.0421e-02
ACC2R 4096 8 5.00 0.9800 1.494 0.930 9.4198e-02
ACC2R 4096 8 5.00 0.9800 1.494 0.960 1.3424e-01
ACC2R 4096 8 5.00 0.9800 1.494 0.980 1.6481e-01
ACC2R 4096 8 5.00 0.9800 1.494 1.000 1.9946e-01
ACC2R 4096 8 5.00 0.9800 1.970 0.900 1.9431e-03
ACC2R 4096 8 5.00 0.9800 1.970 0.930 5.6855e-03
ACC2R 4096 8 5.00 0.9800 1.970 0.960 1.2522e-02
ACC2R 4096 8 5.00 0.9800 1.970 0.980 2.0007e-02
ACC2R 4096 8 5.00 0.9800 1.970 1.000 2.9003e-02
ACC2R 4096 8 5.00 0.9800 3.056 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9800 3.056 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9800 3.056 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9800 3.056 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9800 3.056 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9800 3.994 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9800 3.994 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9800 3.994 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9800 3.994 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9800 3.994 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9800 6.074 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9800 6.074 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9800 6.074 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9800 6.074 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9800 6.074 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9800 7.963 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9800 7.963 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9800 7.963 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9800 7.963 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9800 7.963 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9800 15.851 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9800 15.851 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9800 15.851 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9800 15.851 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9800 15.851 1.000 1.3301e-04
ACC2R 4096 8 5.00 0.9800 31.403 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9800 31.403 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9800 31.403 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9800 31.403 0.980 6.5147e-05
ACC2R 4096 8 5.00 0.9800 31.403 1.000 1.1075e-03
ACC2R 4096 8 5.00 0.9950 1.009 0.900 1.9044e-01
ACC2R 4096 8 5.00 0.9950 1.009 0.930 2.4241e-01
ACC2R 4096 8 5.00 0.9950 1.009 0.960 2.9474e-01
ACC2R 4096 8 5.00 0.9950 1.009 0.980 3.3441e-01
ACC2R 4096 8 5.00 0.9950 1.009 1.000 3.7488e-01
ACC2R 4096 8 5.00 0.9950 1.494 0.900 1.0233e-01
ACC2R 4096 8 5.00 0.9950 1.494 0.930 1.4495e-01
ACC2R 4096 8 5.00 0.9950 1.494 0.960 1.9684e-01
ACC2R 4096 8 5.00 0.9950 1.494 0.980 2.3938e-01
ACC2R 4096 8 5.00 0.9950 1.494 1.000 2.8439e-01
ACC2R 4096 8 5.00 0.9950 1.970 0.900 3.0144e-03
ACC2R 4096 8 5.00 0.9950 1.970 0.930 8.6126e-03
ACC2R 4096 8 5.00 0.9950 1.970 0.960 1.8015e-02
ACC2R 4096 8 5.00 0.9950 1.970 0.980 2.6699e-02
ACC2R 4096 8 5.00 0.9950 1.970 1.000 3.8183e-02
ACC2R 4096 8 5.00 0.9950 3.056 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9950 3.056 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9950 3.056 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9950 3.056 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9950 3.056 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9950 3.994 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9950 3.994 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9950 3.994 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9950 3.994 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9950 3.994 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9950 6.074 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9950 6.074 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9950 6.074 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9950 6.074 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9950 6.074 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9950 7.963 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9950 7.963 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9950 7.963 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9950 7.963 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9950 7.963 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9950 15.851 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9950 15.851 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9950 15.851 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9950 15.851 0.980 0.0000e+00
ACC2R 4096 8 5.00 0.9950 15.851 1.000 0.0000e+00
ACC2R 4096 8 5.00 0.9950 31.403 0.900 0.0000e+00
ACC2R 4096 8 5.00 0.9950 31.403 0.930 0.0000e+00
ACC2R 4096 8 5.00 0.9950 31.403 0.960 0.0000e+00
ACC2R 4096 8 5.00 0.9950 31.403 0.980 2.0228e-04
ACC2R 4096 8 5.00 0.9950 31.403 1.000 3.8433e-03
ACC2R 4096 8 5.50 0.8000 1.009 0.900 3.2073e-03
ACC2R 4096 8 5.50 0.8000 1.009 0.930 1.0997e-02
ACC2R 4096 8 5.50 0.8000 1.009 0.960 2.3444e-02
ACC2R 4096 8 5.50 0.8000 1.009 0.980 3.5281e-02
ACC2R 4096 8 5.50 0.8000 1.009 1.000 5.2005e-02
ACC2R 4096 8 5.50 0.8000 1.494 0.900 6.8992e-04
ACC2R 4096 8 5.50 0.8000 1.494 0.930 2.3764e-03
ACC2R 4096 8 5.50 0.8000 1.494 0.960 7.2058e-03
ACC2R 4096 8 5.50 0.8000 1.494 0.980 1.2495e-02
ACC2R 4096 8 5.50 0.8000 1.494 1.000 1.9778e-02
ACC2R 4096 8 5.50 0.8000 1.970 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.8000 1.970 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.8000 1.970 0.960 7.6185e-05
ACC2R 4096 8 5.50 0.8000 1.970 0.980 4.5711e-04
ACC2R 4096 8 5.50 0.8000 1.970 1.000 1.1428e-03
ACC2R 4096 8 5.50 0.8000 3.056 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.8000 3.056 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.8000 3.056 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.8000 3.056 0.980 0.0000e+00
ACC2R 4096 8 5.50 0.8000 3.056 1.000 0.0000e+00
ACC2R 4096 8 5.50 0.8000 3.994 0.900 0.0000e+00
ACC2R 4096 8 5.50 0.8000 3.994 0.930 0.0000e+00
ACC2R 4096 8 5.50 0.8000 3.994 0.960 0.0000e+00
ACC2R 4096 8 5.50 0.8000 3.994 0.980 0.0000e+00
