# EXPERIMENTAL: do not ship as default. The sparse lookup picked a slower
# band on the inspiral reference; see docs/tooling-cleanup.md.
# Relative CPU COST rows; current runtime gate; serial interleaved timing
# cpu AMD RYZEN AI MAX+ 395 w/ Radeon 8060S
# n band U K snr f beff margin relative_cost
COST 4096 2048 2 4 6.00 1.000000 8.141 1.000 2.922275
COST 4096 2048 2 8 6.00 1.000000 8.141 1.000 2.916082
COST 4096 64 2 4 6.00 0.990000 32.122 1.000 0.113918
COST 4096 64 2 8 6.00 0.990000 32.122 1.000 0.102190
COST 4096 128 2 4 6.00 0.991489 32.219 1.000 0.112140
COST 4096 128 2 8 6.00 0.991489 32.219 1.000 0.109765
COST 4096 256 2 4 6.00 0.993839 32.371 1.000 0.250688
COST 4096 256 2 8 6.00 0.993839 32.371 1.000 0.249345
COST 4096 512 2 4 6.00 0.996785 32.564 1.000 0.523704
COST 4096 512 2 8 6.00 0.996785 32.564 1.000 0.519727
COST 4096 1024 2 4 6.00 0.999157 32.719 1.000 0.994635
COST 4096 1024 2 8 6.00 0.999157 32.719 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 32.774 1.000 2.907377
COST 4096 2048 2 8 6.00 1.000000 32.774 1.000 2.947903
COST 4096 64 2 4 6.00 0.970902 31.334 1.000 0.121993
COST 4096 64 2 8 6.00 0.970902 31.334 1.000 0.105386
COST 4096 128 2 4 6.00 0.990000 32.566 1.000 0.105106
COST 4096 128 2 8 6.00 0.990000 32.566 1.000 0.101455
COST 4096 256 2 4 6.00 0.992761 32.748 1.000 0.245722
COST 4096 256 2 8 6.00 0.992761 32.748 1.000 0.228009
COST 4096 512 2 4 6.00 0.996222 32.977 1.000 0.481000
COST 4096 512 2 8 6.00 0.996222 32.977 1.000 0.501837
COST 4096 1024 2 4 6.00 0.999010 33.162 1.000 0.910484
COST 4096 1024 2 8 6.00 0.999010 33.162 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 33.227 1.000 2.621634
COST 4096 2048 2 8 6.00 1.000000 33.227 1.000 2.615443
COST 4096 64 2 4 6.00 0.970504 31.342 1.000 0.115536
COST 4096 64 2 8 6.00 0.970504 31.342 1.000 0.113586
COST 4096 128 2 4 6.00 0.989616 32.576 1.000 0.112404
COST 4096 128 2 8 6.00 0.989616 32.576 1.000 0.113591
COST 4096 256 2 4 6.00 0.990000 32.601 1.000 0.253949
COST 4096 256 2 8 6.00 0.990000 32.601 1.000 0.252935
COST 4096 512 2 4 6.00 0.994781 32.916 1.000 0.529213
COST 4096 512 2 8 6.00 0.994781 32.916 1.000 0.530606
COST 4096 1024 2 4 6.00 0.998632 33.172 1.000 0.981367
COST 4096 1024 2 8 6.00 0.998632 33.172 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 33.263 1.000 2.975666
COST 4096 2048 2 8 6.00 1.000000 33.263 1.000 2.868637
COST 4096 64 2 4 6.00 0.970493 31.345 1.000 0.122437
COST 4096 64 2 8 6.00 0.970493 31.345 1.000 0.110025
COST 4096 128 2 4 6.00 0.989616 32.580 1.000 0.113889
COST 4096 128 2 8 6.00 0.989616 32.580 1.000 0.112371
COST 4096 256 2 4 6.00 0.990000 32.606 1.000 0.252260
COST 4096 256 2 8 6.00 0.990000 32.606 1.000 0.250803
COST 4096 512 2 4 6.00 0.990000 32.606 1.000 0.522771
COST 4096 512 2 8 6.00 0.990000 32.606 1.000 0.520974
COST 4096 1024 2 4 6.00 0.997378 33.093 1.000 0.976305
COST 4096 1024 2 8 6.00 0.997378 33.093 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 33.267 1.000 2.818797
COST 4096 2048 2 8 6.00 1.000000 33.267 1.000 2.820908
COST 4096 64 2 4 6.00 0.970488 31.347 1.000 0.126353
COST 4096 64 2 8 6.00 0.970488 31.347 1.000 0.109810
COST 4096 128 2 4 6.00 0.989615 32.583 1.000 0.113520
COST 4096 128 2 8 6.00 0.989615 32.583 1.000 0.113286
COST 4096 256 2 4 6.00 0.990000 32.608 1.000 0.255913
COST 4096 256 2 8 6.00 0.990000 32.608 1.000 0.258997
COST 4096 512 2 4 6.00 0.990000 32.608 1.000 0.563647
COST 4096 512 2 8 6.00 0.990000 32.608 1.000 0.527184
COST 4096 1024 2 4 6.00 0.990000 32.608 1.000 1.058946
COST 4096 1024 2 8 6.00 0.990000 32.608 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 33.270 1.000 2.815355
COST 4096 2048 2 8 6.00 1.000000 33.270 1.000 2.883662
COST 4096 64 2 4 6.00 0.980288 31.348 1.000 0.118556
COST 4096 64 2 8 6.00 0.980288 31.348 1.000 0.110676
COST 4096 128 2 4 6.00 0.999611 32.584 1.000 0.113577
COST 4096 128 2 8 6.00 0.999611 32.584 1.000 0.110848
COST 4096 256 2 4 6.00 1.000000 32.609 1.000 0.256182
COST 4096 256 2 8 6.00 1.000000 32.609 1.000 0.249980
COST 4096 512 2 4 6.00 1.000000 32.609 1.000 0.529543
COST 4096 512 2 8 6.00 1.000000 32.609 1.000 0.525166
COST 4096 1024 2 4 6.00 1.000000 32.609 1.000 0.982914
COST 4096 1024 2 8 6.00 1.000000 32.609 1.000 1.000000
COST 4096 2048 2 4 6.00 1.000000 32.609 1.000 2.921572
COST 4096 2048 2 8 6.00 1.000000 32.609 1.000 2.889973
COST 4096 64 2 4 6.50 0.900000 8.132 1.000 0.080612
COST 4096 64 2 8 6.50 0.900000 8.132 1.000 0.079583
COST 4096 128 2 4 6.50 0.914890 8.403 1.000 0.112719
COST 4096 128 2 8 6.50 0.914890 8.403 1.000 0.114068
COST 4096 256 2 4 6.50 0.938391 8.840 1.000 0.263316
COST 4096 256 2 8 6.50 0.938391 8.840 1.000 0.260762
COST 4096 512 2 4 6.50 0.967848 9.404 1.000 0.534231
COST 4096 512 2 8 6.50 0.967848 9.404 1.000 0.532645
COST 4096 1024 2 4 6.50 0.991570 9.870 1.000 0.994890
COST 4096 1024 2 8 6.50 0.991570 9.870 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 10.039 1.000 2.991323
COST 4096 2048 2 8 6.50 1.000000 10.039 1.000 2.939198
COST 4096 64 2 4 6.50 0.900000 8.137 1.000 0.078920
COST 4096 64 2 8 6.50 0.900000 8.137 1.000 0.077978
COST 4096 128 2 4 6.50 0.900000 8.137 1.000 0.109009
COST 4096 128 2 8 6.50 0.900000 8.137 1.000 0.107860
COST 4096 256 2 4 6.50 0.927612 8.643 1.000 0.249449
COST 4096 256 2 8 6.50 0.927612 8.643 1.000 0.249971
COST 4096 512 2 4 6.50 0.962223 9.300 1.000 0.518171
COST 4096 512 2 8 6.50 0.962223 9.300 1.000 0.516474
COST 4096 1024 2 4 6.50 0.990096 9.846 1.000 0.966022
COST 4096 1024 2 8 6.50 0.990096 9.846 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 10.044 1.000 2.819777
COST 4096 2048 2 8 6.50 1.000000 10.044 1.000 2.783723
COST 4096 64 2 4 6.50 0.900000 8.139 1.000 0.081463
COST 4096 64 2 8 6.50 0.900000 8.139 1.000 0.078878
COST 4096 128 2 4 6.50 0.900000 8.139 1.000 0.112109
COST 4096 128 2 8 6.50 0.900000 8.139 1.000 0.113475
COST 4096 256 2 4 6.50 0.900000 8.139 1.000 0.255821
COST 4096 256 2 8 6.50 0.900000 8.139 1.000 0.256998
COST 4096 512 2 4 6.50 0.947813 9.026 1.000 0.534313
COST 4096 512 2 8 6.50 0.947813 9.026 1.000 0.531760
COST 4096 1024 2 4 6.50 0.986318 9.774 1.000 0.996318
COST 4096 1024 2 8 6.50 0.986318 9.774 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 10.047 1.000 2.880610
COST 4096 2048 2 8 6.50 1.000000 10.047 1.000 2.868951
COST 4096 64 2 4 6.50 0.900000 8.140 1.000 0.078124
COST 4096 64 2 8 6.50 0.900000 8.140 1.000 0.075838
COST 4096 128 2 4 6.50 0.900000 8.140 1.000 0.109309
COST 4096 128 2 8 6.50 0.900000 8.140 1.000 0.111313
COST 4096 256 2 4 6.50 0.900000 8.140 1.000 0.249860
COST 4096 256 2 8 6.50 0.900000 8.140 1.000 0.248863
COST 4096 512 2 4 6.50 0.900000 8.140 1.000 0.512959
COST 4096 512 2 8 6.50 0.900000 8.140 1.000 0.518791
COST 4096 1024 2 4 6.50 0.973782 9.528 1.000 0.957143
COST 4096 1024 2 8 6.50 0.973782 9.528 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 10.048 1.000 2.793285
COST 4096 2048 2 8 6.50 1.000000 10.048 1.000 2.789334
COST 4096 64 2 4 6.50 0.900000 8.141 1.000 0.083075
COST 4096 64 2 8 6.50 0.900000 8.141 1.000 0.079684
COST 4096 128 2 4 6.50 0.900000 8.141 1.000 0.114073
COST 4096 128 2 8 6.50 0.900000 8.141 1.000 0.114598
COST 4096 256 2 4 6.50 0.900000 8.141 1.000 0.260705
COST 4096 256 2 8 6.50 0.900000 8.141 1.000 0.259314
COST 4096 512 2 4 6.50 0.900000 8.141 1.000 0.543962
COST 4096 512 2 8 6.50 0.900000 8.141 1.000 0.535607
COST 4096 1024 2 4 6.50 0.900000 8.141 1.000 1.002198
COST 4096 1024 2 8 6.50 0.900000 8.141 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 10.049 1.000 2.932163
COST 4096 2048 2 8 6.50 1.000000 10.049 1.000 2.890492
COST 4096 64 2 4 6.50 1.000000 8.141 1.000 0.081953
COST 4096 64 2 8 6.50 1.000000 8.141 1.000 0.080732
COST 4096 128 2 4 6.50 1.000000 8.141 1.000 0.114595
COST 4096 128 2 8 6.50 1.000000 8.141 1.000 0.113274
COST 4096 256 2 4 6.50 1.000000 8.141 1.000 0.259739
COST 4096 256 2 8 6.50 1.000000 8.141 1.000 0.262393
COST 4096 512 2 4 6.50 1.000000 8.141 1.000 0.539220
COST 4096 512 2 8 6.50 1.000000 8.141 1.000 0.536143
COST 4096 1024 2 4 6.50 1.000000 8.141 1.000 0.996309
COST 4096 1024 2 8 6.50 1.000000 8.141 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.141 1.000 2.925637
COST 4096 2048 2 8 6.50 1.000000 8.141 1.000 2.946418
COST 4096 64 2 4 6.50 0.900000 32.122 1.000 0.107384
COST 4096 64 2 8 6.50 0.900000 32.122 1.000 0.104079
COST 4096 128 2 4 6.50 0.914890 33.189 1.000 0.112302
COST 4096 128 2 8 6.50 0.914890 33.189 1.000 0.111183
COST 4096 256 2 4 6.50 0.938391 34.910 1.000 0.253688
COST 4096 256 2 8 6.50 0.938391 34.910 1.000 0.252648
COST 4096 512 2 4 6.50 0.967848 37.131 1.000 0.535472
COST 4096 512 2 8 6.50 0.967848 37.131 1.000 0.525253
COST 4096 1024 2 4 6.50 0.991570 38.972 1.000 0.987489
COST 4096 1024 2 8 6.50 0.991570 38.972 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 39.637 1.000 2.886825
COST 4096 2048 2 8 6.50 1.000000 39.637 1.000 2.849408
COST 4096 64 2 4 6.50 0.882638 31.334 1.000 0.109487
COST 4096 64 2 8 6.50 0.882638 31.334 1.000 0.107592
COST 4096 128 2 4 6.50 0.900000 32.566 1.000 0.113405
COST 4096 128 2 8 6.50 0.900000 32.566 1.000 0.113141
COST 4096 256 2 4 6.50 0.927612 34.587 1.000 0.255080
COST 4096 256 2 8 6.50 0.927612 34.587 1.000 0.255439
COST 4096 512 2 4 6.50 0.962223 37.209 1.000 0.533168
COST 4096 512 2 8 6.50 0.962223 37.209 1.000 0.531662
COST 4096 1024 2 4 6.50 0.990096 39.393 1.000 0.996096
COST 4096 1024 2 8 6.50 0.990096 39.393 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 40.185 1.000 2.891022
COST 4096 2048 2 8 6.50 1.000000 40.185 1.000 2.897167
COST 4096 64 2 4 6.50 0.882277 31.342 1.000 0.108597
COST 4096 64 2 8 6.50 0.882277 31.342 1.000 0.100781
COST 4096 128 2 4 6.50 0.899651 32.576 1.000 0.111709
COST 4096 128 2 8 6.50 0.899651 32.576 1.000 0.115896
COST 4096 256 2 4 6.50 0.900000 32.601 1.000 0.251926
COST 4096 256 2 8 6.50 0.900000 32.601 1.000 0.251226
COST 4096 512 2 4 6.50 0.947813 36.143 1.000 0.532977
COST 4096 512 2 8 6.50 0.947813 36.143 1.000 0.522131
COST 4096 1024 2 4 6.50 0.986318 39.134 1.000 0.975856
COST 4096 1024 2 8 6.50 0.986318 39.134 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 40.227 1.000 2.813173
COST 4096 2048 2 8 6.50 1.000000 40.227 1.000 2.797912
COST 4096 64 2 4 6.50 0.882267 31.345 1.000 0.111531
COST 4096 64 2 8 6.50 0.882267 31.345 1.000 0.107512
COST 4096 128 2 4 6.50 0.899651 32.580 1.000 0.117631
COST 4096 128 2 8 6.50 0.899651 32.580 1.000 0.113719
COST 4096 256 2 4 6.50 0.900000 32.606 1.000 0.258329
COST 4096 256 2 8 6.50 0.900000 32.606 1.000 0.258079
COST 4096 512 2 4 6.50 0.900000 32.606 1.000 0.549119
COST 4096 512 2 8 6.50 0.900000 32.606 1.000 0.541155
COST 4096 1024 2 4 6.50 0.973782 38.152 1.000 1.007936
COST 4096 1024 2 8 6.50 0.973782 38.152 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 40.233 1.000 2.977645
COST 4096 2048 2 8 6.50 1.000000 40.233 1.000 2.893585
COST 4096 64 2 4 6.50 0.882262 31.347 1.000 0.109465
COST 4096 64 2 8 6.50 0.882262 31.347 1.000 0.107225
COST 4096 128 2 4 6.50 0.899650 32.583 1.000 0.114569
COST 4096 128 2 8 6.50 0.899650 32.583 1.000 0.115049
COST 4096 256 2 4 6.50 0.900000 32.608 1.000 0.260065
COST 4096 256 2 8 6.50 0.900000 32.608 1.000 0.259606
COST 4096 512 2 4 6.50 0.900000 32.608 1.000 0.539415
COST 4096 512 2 8 6.50 0.900000 32.608 1.000 0.540087
COST 4096 1024 2 4 6.50 0.900000 32.608 1.000 1.013194
COST 4096 1024 2 8 6.50 0.900000 32.608 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 40.233 1.000 2.932545
COST 4096 2048 2 8 6.50 1.000000 40.233 1.000 2.899641
COST 4096 64 2 4 6.50 0.980288 31.348 1.000 0.089549
COST 4096 64 2 8 6.50 0.980288 31.348 1.000 0.083764
COST 4096 128 2 4 6.50 0.999611 32.584 1.000 0.114021
COST 4096 128 2 8 6.50 0.999611 32.584 1.000 0.114570
COST 4096 256 2 4 6.50 1.000000 32.609 1.000 0.257953
COST 4096 256 2 8 6.50 1.000000 32.609 1.000 0.260299
COST 4096 512 2 4 6.50 1.000000 32.609 1.000 0.537959
COST 4096 512 2 8 6.50 1.000000 32.609 1.000 0.531686
COST 4096 1024 2 4 6.50 1.000000 32.609 1.000 1.010320
COST 4096 1024 2 8 6.50 1.000000 32.609 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 32.609 1.000 2.935922
COST 4096 2048 2 8 6.50 1.000000 32.609 1.000 2.918921
COST 4096 64 2 4 6.50 0.990000 8.132 1.000 0.080426
COST 4096 64 2 8 6.50 0.990000 8.132 1.000 0.076114
COST 4096 128 2 4 6.50 0.991489 8.157 1.000 0.110957
COST 4096 128 2 8 6.50 0.991489 8.157 1.000 0.109323
COST 4096 256 2 4 6.50 0.993839 8.196 1.000 0.248268
COST 4096 256 2 8 6.50 0.993839 8.196 1.000 0.247645
COST 4096 512 2 4 6.50 0.996785 8.244 1.000 0.513748
COST 4096 512 2 8 6.50 0.996785 8.244 1.000 0.514066
COST 4096 1024 2 4 6.50 0.999157 8.283 1.000 0.957301
COST 4096 1024 2 8 6.50 0.999157 8.283 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.297 1.000 2.858170
COST 4096 2048 2 8 6.50 1.000000 8.297 1.000 2.837096
COST 4096 64 2 4 6.50 0.990000 8.137 1.000 0.082629
COST 4096 64 2 8 6.50 0.990000 8.137 1.000 0.079078
COST 4096 128 2 4 6.50 0.990000 8.137 1.000 0.112767
COST 4096 128 2 8 6.50 0.990000 8.137 1.000 0.111965
COST 4096 256 2 4 6.50 0.992761 8.182 1.000 0.255432
COST 4096 256 2 8 6.50 0.992761 8.182 1.000 0.256628
COST 4096 512 2 4 6.50 0.996222 8.239 1.000 0.531113
COST 4096 512 2 8 6.50 0.996222 8.239 1.000 0.537061
COST 4096 1024 2 4 6.50 0.999010 8.286 1.000 0.981183
COST 4096 1024 2 8 6.50 0.999010 8.286 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.302 1.000 2.878157
COST 4096 2048 2 8 6.50 1.000000 8.302 1.000 2.941255
COST 4096 64 2 4 6.50 0.990000 8.139 1.000 0.080066
COST 4096 64 2 8 6.50 0.990000 8.139 1.000 0.079039
COST 4096 128 2 4 6.50 0.990000 8.139 1.000 0.112562
COST 4096 128 2 8 6.50 0.990000 8.139 1.000 0.114965
COST 4096 256 2 4 6.50 0.990000 8.139 1.000 0.257561
COST 4096 256 2 8 6.50 0.990000 8.139 1.000 0.257330
COST 4096 512 2 4 6.50 0.994781 8.218 1.000 0.529922
COST 4096 512 2 8 6.50 0.994781 8.218 1.000 0.530728
COST 4096 1024 2 4 6.50 0.998632 8.281 1.000 0.985691
COST 4096 1024 2 8 6.50 0.998632 8.281 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.304 1.000 2.881525
COST 4096 2048 2 8 6.50 1.000000 8.304 1.000 2.853075
COST 4096 64 2 4 6.50 0.990000 8.140 1.000 0.080936
COST 4096 64 2 8 6.50 0.990000 8.140 1.000 0.079896
COST 4096 128 2 4 6.50 0.990000 8.140 1.000 0.114222
COST 4096 128 2 8 6.50 0.990000 8.140 1.000 0.115213
COST 4096 256 2 4 6.50 0.990000 8.140 1.000 0.260009
COST 4096 256 2 8 6.50 0.990000 8.140 1.000 0.261616
COST 4096 512 2 4 6.50 0.990000 8.140 1.000 0.538453
COST 4096 512 2 8 6.50 0.990000 8.140 1.000 0.539005
COST 4096 1024 2 4 6.50 0.997378 8.262 1.000 0.993968
COST 4096 1024 2 8 6.50 0.997378 8.262 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.305 1.000 2.891402
COST 4096 2048 2 8 6.50 1.000000 8.305 1.000 2.894770
COST 4096 64 2 4 6.50 0.990000 8.141 1.000 0.083882
COST 4096 64 2 8 6.50 0.990000 8.141 1.000 0.079213
COST 4096 128 2 4 6.50 0.990000 8.141 1.000 0.114421
COST 4096 128 2 8 6.50 0.990000 8.141 1.000 0.112254
COST 4096 256 2 4 6.50 0.990000 8.141 1.000 0.255804
COST 4096 256 2 8 6.50 0.990000 8.141 1.000 0.260898
COST 4096 512 2 4 6.50 0.990000 8.141 1.000 0.524507
COST 4096 512 2 8 6.50 0.990000 8.141 1.000 0.528015
COST 4096 1024 2 4 6.50 0.990000 8.141 1.000 0.981329
COST 4096 1024 2 8 6.50 0.990000 8.141 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.306 1.000 2.969892
COST 4096 2048 2 8 6.50 1.000000 8.306 1.000 2.902717
COST 4096 64 2 4 6.50 1.000000 8.141 1.000 0.081911
COST 4096 64 2 8 6.50 1.000000 8.141 1.000 0.079098
COST 4096 128 2 4 6.50 1.000000 8.141 1.000 0.114044
COST 4096 128 2 8 6.50 1.000000 8.141 1.000 0.112517
COST 4096 256 2 4 6.50 1.000000 8.141 1.000 0.257912
COST 4096 256 2 8 6.50 1.000000 8.141 1.000 0.258577
COST 4096 512 2 4 6.50 1.000000 8.141 1.000 0.537075
COST 4096 512 2 8 6.50 1.000000 8.141 1.000 0.533540
COST 4096 1024 2 4 6.50 1.000000 8.141 1.000 0.990742
COST 4096 1024 2 8 6.50 1.000000 8.141 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 8.141 1.000 2.870874
COST 4096 2048 2 8 6.50 1.000000 8.141 1.000 2.876342
COST 4096 64 2 4 6.50 0.990000 32.122 1.000 0.080614
COST 4096 64 2 8 6.50 0.990000 32.122 1.000 0.079563
COST 4096 128 2 4 6.50 0.991489 32.219 1.000 0.125470
COST 4096 128 2 8 6.50 0.991489 32.219 1.000 0.113128
COST 4096 256 2 4 6.50 0.993839 32.371 1.000 0.255705
COST 4096 256 2 8 6.50 0.993839 32.371 1.000 0.254560
COST 4096 512 2 4 6.50 0.996785 32.564 1.000 0.535902
COST 4096 512 2 8 6.50 0.996785 32.564 1.000 0.525947
COST 4096 1024 2 4 6.50 0.999157 32.719 1.000 0.980741
COST 4096 1024 2 8 6.50 0.999157 32.719 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 32.774 1.000 2.853546
COST 4096 2048 2 8 6.50 1.000000 32.774 1.000 2.902617
COST 4096 64 2 4 6.50 0.970902 31.334 1.000 0.083493
COST 4096 64 2 8 6.50 0.970902 31.334 1.000 0.080226
COST 4096 128 2 4 6.50 0.990000 32.566 1.000 0.109911
COST 4096 128 2 8 6.50 0.990000 32.566 1.000 0.110691
COST 4096 256 2 4 6.50 0.992761 32.748 1.000 0.244619
COST 4096 256 2 8 6.50 0.992761 32.748 1.000 0.246707
COST 4096 512 2 4 6.50 0.996222 32.977 1.000 0.512072
COST 4096 512 2 8 6.50 0.996222 32.977 1.000 0.509021
COST 4096 1024 2 4 6.50 0.999010 33.162 1.000 0.950317
COST 4096 1024 2 8 6.50 0.999010 33.162 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 33.227 1.000 2.791270
COST 4096 2048 2 8 6.50 1.000000 33.227 1.000 2.809688
COST 4096 64 2 4 6.50 0.970504 31.342 1.000 0.084718
COST 4096 64 2 8 6.50 0.970504 31.342 1.000 0.085418
COST 4096 128 2 4 6.50 0.989616 32.576 1.000 0.113603
COST 4096 128 2 8 6.50 0.989616 32.576 1.000 0.112623
COST 4096 256 2 4 6.50 0.990000 32.601 1.000 0.256273
COST 4096 256 2 8 6.50 0.990000 32.601 1.000 0.255534
COST 4096 512 2 4 6.50 0.994781 32.916 1.000 0.533491
COST 4096 512 2 8 6.50 0.994781 32.916 1.000 0.534074
COST 4096 1024 2 4 6.50 0.998632 33.172 1.000 0.993286
COST 4096 1024 2 8 6.50 0.998632 33.172 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 33.263 1.000 2.924617
COST 4096 2048 2 8 6.50 1.000000 33.263 1.000 2.902813
COST 4096 64 2 4 6.50 0.970493 31.345 1.000 0.086313
COST 4096 64 2 8 6.50 0.970493 31.345 1.000 0.084151
COST 4096 128 2 4 6.50 0.989616 32.580 1.000 0.112396
COST 4096 128 2 8 6.50 0.989616 32.580 1.000 0.114384
COST 4096 256 2 4 6.50 0.990000 32.606 1.000 0.264164
COST 4096 256 2 8 6.50 0.990000 32.606 1.000 0.255853
COST 4096 512 2 4 6.50 0.990000 32.606 1.000 0.534647
COST 4096 512 2 8 6.50 0.990000 32.606 1.000 0.528943
COST 4096 1024 2 4 6.50 0.997378 33.093 1.000 0.982565
COST 4096 1024 2 8 6.50 0.997378 33.093 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 33.267 1.000 2.840114
COST 4096 2048 2 8 6.50 1.000000 33.267 1.000 2.795565
COST 4096 64 2 4 6.50 0.970488 31.347 1.000 0.087035
COST 4096 64 2 8 6.50 0.970488 31.347 1.000 0.083133
COST 4096 128 2 4 6.50 0.989615 32.583 1.000 0.114165
COST 4096 128 2 8 6.50 0.989615 32.583 1.000 0.112732
COST 4096 256 2 4 6.50 0.990000 32.608 1.000 0.254417
COST 4096 256 2 8 6.50 0.990000 32.608 1.000 0.257125
COST 4096 512 2 4 6.50 0.990000 32.608 1.000 0.533755
COST 4096 512 2 8 6.50 0.990000 32.608 1.000 0.529737
COST 4096 1024 2 4 6.50 0.990000 32.608 1.000 0.979444
COST 4096 1024 2 8 6.50 0.990000 32.608 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 33.270 1.000 2.913717
COST 4096 2048 2 8 6.50 1.000000 33.270 1.000 2.916803
COST 4096 64 2 4 6.50 0.980288 31.348 1.000 0.085596
COST 4096 64 2 8 6.50 0.980288 31.348 1.000 0.077301
COST 4096 128 2 4 6.50 0.999611 32.584 1.000 0.106788
COST 4096 128 2 8 6.50 0.999611 32.584 1.000 0.112743
COST 4096 256 2 4 6.50 1.000000 32.609 1.000 0.253050
COST 4096 256 2 8 6.50 1.000000 32.609 1.000 0.253731
COST 4096 512 2 4 6.50 1.000000 32.609 1.000 0.523432
COST 4096 512 2 8 6.50 1.000000 32.609 1.000 0.522549
COST 4096 1024 2 4 6.50 1.000000 32.609 1.000 1.119331
COST 4096 1024 2 8 6.50 1.000000 32.609 1.000 1.000000
COST 4096 2048 2 4 6.50 1.000000 32.609 1.000 2.803194
COST 4096 2048 2 8 6.50 1.000000 32.609 1.000 2.749953
